COLLEGIOUNINOMINALE;CIRCOSCRIZIONE;LISTA;VOTI_LISTA;VOTANTI
Campania 2 - U01;Campania 2;M5S;21830.586338297904;146919.712641716
Campania 2 - U02;Campania 2;M5S;24506.540165686678;152167.38775396347
Campania 2 - U03;Campania 2;M5S;18383.522369909908;132657.59531963803
Campania 2 - U04;Campania 2;M5S;17315.596058313695;127699.89764669538
Campania 2 - U05;Campania 2;M5S;21011.96616124713;153587.94384020567
Campania 2 - U06;Campania 2;M5S;17860.215508640118;136932.22300910018
Campania 2 - U07;Campania 2;M5S;13479.843548216837;124357.14047966897
Puglia - U01;Puglia;M5S;14184.742546864945;102947.97077968718
Puglia - U02;Puglia;M5S;15433.645720890809;110787.80824098736
Puglia - U03;Puglia;M5S;21266.79980181784;140144.58267345652
Puglia - U04;Puglia;M5S;20632.268003471556;142385.0462103784
Puglia - U05;Puglia;M5S;23509.375453425142;155022.90193790197
Puglia - U06;Puglia;M5S;21154.94440306426;146019.6937366724
Puglia - U07;Puglia;M5S;17092.946142993962;118538.85163891315
Puglia - U08;Puglia;M5S;18590.407130057938;127565.16245821118
Puglia - U09;Puglia;M5S;17434.16738471941;139369.32061704993
Puglia - U10;Puglia;M5S;18372.49004231165;142511.10071244836
Basilicata - U01;Basilicata;M5S;21226.24081683761;152766.11077153683
Calabria - U01;Calabria;M5S;16386.38280631458;104175.83897622116
Calabria - U02;Calabria;M5S;18362.604652954935;120919.8990795482
Calabria - U03;Calabria;M5S;15112.138564543728;108669.00457540154
Calabria - U04;Calabria;M5S;11714.497713021672;112757.23446691409
Calabria - U05;Calabria;M5S;12999.73112329652;116825.8727338314
Sicilia 1 - U01;Sicilia 1;M5S;14778.604134145247;100567.70392146707
Sicilia 1 - U02;Sicilia 1;M5S;21051.348270488714;143283.84437191486
Sicilia 1 - U03;Sicilia 1;M5S;18696.44586171217;131974.823687315
Sicilia 1 - U04;Sicilia 1;M5S;17306.50316091021;113307.3988626767
Sicilia 1 - U05;Sicilia 1;M5S;20509.369527604358;124669.47102713585
Sicilia 1 - U06;Sicilia 1;M5S;23032.52666251034;140046.88969907165
Sicilia 2 - U01;Sicilia 2;M5S;20311.902298604113;124848.07153502107
Sicilia 2 - U02;Sicilia 2;M5S;20831.476528042545;134480.91639989614
Sicilia 2 - U03;Sicilia 2;M5S;20921.299735801294;138201.1140266955
Sicilia 2 - U04;Sicilia 2;M5S;17368.34355639382;100643.31165596843
Sicilia 2 - U05;Sicilia 2;M5S;16766.098508815765;116477.67625188828
Sicilia 2 - U06;Sicilia 2;M5S;20059.34898046265;144798.08882173896
Sardegna - U01;Sardegna;M5S;21532.025009528275;161458.33297353983
Sardegna - U02;Sardegna;M5S;20428.454726892647;148729.19014931098
Sardegna - U03;Sardegna;M5S;16494.651887919114;121324.0268291384
Sardegna - U04;Sardegna;M5S;16219.129248003992;127508.71752074361
Piemonte 1 - U01;Piemonte 1;PD;41109.91204297569;113802.13112157024
Piemonte 1 - U02;Piemonte 1;PD;33067.8736997083;105371.58089447208
Piemonte 1 - U03;Piemonte 1;PD;45261.3772806829;165526.65388635165
Piemonte 1 - U04;Piemonte 1;PD;37856.030172180566;149198.9660488218
Piemonte 1 - U05;Piemonte 1;PD;36576.50745111547;153291.07992081717
Piemonte 2 - U01;Piemonte 2;PD;31648.73830433661;135859.3112794757
Piemonte 2 - U02;Piemonte 2;PD;35602.44876220647;142113.06346663833
Piemonte 2 - U03;Piemonte 2;PD;30104.983656416523;128280.5985716423
Piemonte 2 - U04;Piemonte 2;PD;31411.700578441458;140802.9118091464
Piemonte 2 - U05;Piemonte 2;PD;35311.59644230689;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;PD;18579.329435692463;66370.0
Lombardia 1 - U01;Lombardia 1;PD;46653.14623969858;155342.18295099214
Lombardia 1 - U02;Lombardia 1;PD;41391.502716939816;166330.60099975206
Lombardia 1 - U03;Lombardia 1;PD;47248.1084172217;161392.83924120665
Lombardia 1 - U04;Lombardia 1;PD;41191.05300693551;162454.4642060995
Lombardia 1 - U05;Lombardia 1;PD;42088.764668269185;162263.28040081263
Lombardia 1 - U06;Lombardia 1;PD;40879.7272601901;145273.73823688924
Lombardia 1 - U07;Lombardia 1;PD;36778.63240185903;116214.26745604724
Lombardia 1 - U08;Lombardia 1;PD;37892.24006449311;118016.15918585658
Lombardia 1 - U09;Lombardia 1;PD;44453.5538823998;119594.91208931943
Lombardia 2 - U01;Lombardia 2;PD;36939.91793720698;151474.4790506959
Lombardia 2 - U02;Lombardia 2;PD;42354.655935378476;174974.32298791409
Lombardia 2 - U03;Lombardia 2;PD;39067.528436978995;157354.16139608622
Lombardia 2 - U04;Lombardia 2;PD;26980.46009760363;133922.43349497765
Lombardia 2 - U05;Lombardia 2;PD;34851.27676353422;129181.15250968933
Lombardia 3 - U01;Lombardia 3;PD;36125.38108398238;151186.97870968655
Lombardia 3 - U02;Lombardia 3;PD;45205.66672065316;176926.93462750036
Lombardia 3 - U03;Lombardia 3;PD;36802.31315004288;156350.3343309611
Lombardia 3 - U04;Lombardia 3;PD;39467.02605460889;149379.0475662127
Lombardia 3 - U05;Lombardia 3;PD;33291.3080357004;147577.86525928974
Lombardia 4 - U01;Lombardia 4;PD;34149.19146731773;142901.90666890144
Lombardia 4 - U02;Lombardia 4;PD;41604.24877046839;161276.5622330904
Lombardia 4 - U03;Lombardia 4;PD;39855.41562985678;147015.1864758432
Lombardia 4 - U04;Lombardia 4;PD;41111.71567213209;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;PD;26551.75770250118;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;PD;21635.727600688293;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;PD;8610.956988661981;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;PD;5505.878785948626;73360.85453355312
Veneto 1 - U01;Veneto 1;PD;34625.918768393996;145419.14242082834
Veneto 1 - U02;Veneto 1;PD;31620.19420326675;144522.44762330689
Veneto 1 - U03;Veneto 1;PD;33258.44198246475;145043.18329924345
Veneto 1 - U04;Veneto 1;PD;21468.938186177413;116333.22060774267
Veneto 1 - U05;Veneto 1;PD;26830.266838676176;114457.11759376526
Veneto 2 - U01;Veneto 2;PD;33266.57098115576;151384.72868398073
Veneto 2 - U02;Veneto 2;PD;34157.72228616356;185420.16187389195
Veneto 2 - U03;Veneto 2;PD;39489.59602766167;182345.41396042705
Veneto 2 - U04;Veneto 2;PD;33925.248872678974;172862.6856917739
Veneto 2 - U05;Veneto 2;PD;32271.989435710315;154069.73023663834
Veneto 2 - U06;Veneto 2;PD;24852.30272453067;125778.40077978373
Veneto 2 - U07;Veneto 2;PD;19404.455399775437;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;PD;30118.443014324857;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;PD;30375.27747124209;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;PD;28083.57081361369;107987.75032508373
Liguria - U01;Liguria;PD;29606.100609802754;140206.25134152174
Liguria - U02;Liguria;PD;37305.00303211115;139913.20601949096
Liguria - U03;Liguria;PD;38216.59121646718;149881.56551187485
Liguria - U04;Liguria;PD;37797.979934645926;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;PD;32001.879184642465;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;PD;30344.85609758754;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;PD;58868.22397013765;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;PD;54181.742887564295;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;PD;53105.03236906502;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;PD;53661.732484180604;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;PD;49009.00201003149;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;PD;58175.95668477069;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;PD;46654.212938516976;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;PD;51479.86145599318;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;PD;46602.991542662494;159788.7605141364
Toscana - U01;Toscana;PD;52397.268553216745;149355.4139021486
Toscana - U02;Toscana;PD;38992.083703267446;149406.66788220406
Toscana - U03;Toscana;PD;46763.20765859566;152437.21486014128
Toscana - U04;Toscana;PD;56076.11128244405;145871.1063478291
Toscana - U05;Toscana;PD;54141.73692703857;153910.1246420741
Toscana - U06;Toscana;PD;64461.68760595743;149708.33666154742
Toscana - U07;Toscana;PD;61341.91858070699;129478.44414955378
Toscana - U08;Toscana;PD;70434.44175477103;150890.525398463
Toscana - U09;Toscana;PD;58184.40802269251;152665.4813413322
Umbria - U01;Umbria;PD;50817.00491583418;164847.33504608274
Umbria - U02;Umbria;PD;53992.929120840905;166781.36907577515
Marche - U01;Marche;PD;34062.79150728327;139661.4317945838
Marche - U02;Marche;PD;37163.73122482824;143917.76110163797
Marche - U03;Marche;PD;42816.85820374006;143457.31587794423
Marche - U04;Marche;PD;42117.6918511932;136705.5038907528
Lazio 1 - U01;Lazio 1;PD;41302.785088293844;117779.3136776532
Lazio 1 - U02;Lazio 1;PD;40526.580892356586;151245.0404467024
Lazio 1 - U03;Lazio 1;PD;36201.99820268145;145990.37477337196
Lazio 1 - U04;Lazio 1;PD;36888.715041951364;145063.93301572406
Lazio 1 - U05;Lazio 1;PD;35107.29313586547;156877.22077150503
Lazio 1 - U06;Lazio 1;PD;35147.34679528158;157605.0334701985
Lazio 1 - U07;Lazio 1;PD;38282.88160972545;145916.20750663537
Lazio 1 - U08;Lazio 1;PD;32961.17787530505;155503.2782868743
Lazio 1 - U09;Lazio 1;PD;32083.43668911203;146216.8761858344
Lazio 2 - U01;Lazio 2;PD;33472.25814414838;156843.07686042786
Lazio 2 - U02;Lazio 2;PD;31060.025214193825;143712.79618211437
Lazio 2 - U03;Lazio 2;PD;27019.024419740697;160518.01508493721
Lazio 2 - U04;Lazio 2;PD;24986.973279645055;138931.90569519997
Lazio 2 - U05;Lazio 2;PD;21979.366088052215;133985.94785016775
Abruzzo - U01;Abruzzo;PD;25239.01920457063;136305.1880313158
Abruzzo - U02;Abruzzo;PD;27806.82446289438;151112.41444548965
Abruzzo - U03;Abruzzo;PD;25258.511431792005;143087.27421835065
Molise - U01;Molise;PD;14564.014208899915;80368.12514704466
Campania 1 - U01;Campania 1;PD;18150.315736551613;144315.62187364697
Campania 1 - U02;Campania 1;PD;18856.627329863662;102840.80699807405
Campania 1 - U03;Campania 1;PD;18395.15557700925;109623.68663460016
Campania 1 - U04;Campania 1;PD;18015.75495467909;144440.5915197134
Campania 1 - U05;Campania 1;PD;19301.3038715001;131289.49548742175
Campania 1 - U06;Campania 1;PD;16994.294473808608;122962.94953491539
Campania 1 - U07;Campania 1;PD;20908.916199620875;124879.43610522151
Campania 2 - U01;Campania 2;PD;21741.88142595778;146919.712641716
Campania 2 - U02;Campania 2;PD;22244.51725022462;152167.38775396347
Campania 2 - U03;Campania 2;PD;24840.367714817457;132657.59531963803
Campania 2 - U04;Campania 2;PD;25349.38972599352;127699.89764669538
Campania 2 - U05;Campania 2;PD;27929.70193132045;153587.94384020567
Campania 2 - U06;Campania 2;PD;24140.13299279949;136932.22300910018
Campania 2 - U07;Campania 2;PD;26814.13160136695;124357.14047966897
Puglia - U01;Puglia;PD;18094.389647484335;102947.97077968718
Puglia - U02;Puglia;PD;19682.06344098113;110787.80824098736
Puglia - U03;Puglia;PD;22860.842919838025;140144.58267345652
Puglia - U04;Puglia;PD;24881.876138535135;142385.0462103784
Puglia - U05;Puglia;PD;24766.40973866586;155022.90193790197
Puglia - U06;Puglia;PD;23651.922681579974;146019.6937366724
Puglia - U07;Puglia;PD;17731.157507284875;118538.85163891315
Puglia - U08;Puglia;PD;20900.064211182296;127565.16245821118
Puglia - U09;Puglia;PD;26694.68023950645;139369.32061704993
Puglia - U10;Puglia;PD;25869.232281333145;142511.10071244836
Basilicata - U01;Basilicata;PD;31908.536578831943;152766.11077153683
Calabria - U01;Calabria;PD;18180.14631234742;104175.83897622116
Calabria - U02;Calabria;PD;19420.844448895285;120919.8990795482
Calabria - U03;Calabria;PD;21240.650481334003;108669.00457540154
Calabria - U04;Calabria;PD;25384.511538448376;112757.23446691409
Calabria - U05;Calabria;PD;19819.47050053574;116825.8727338314
Sicilia 1 - U01;Sicilia 1;PD;14552.596305000092;100567.70392146707
Sicilia 1 - U02;Sicilia 1;PD;15347.169771890343;143283.84437191486
Sicilia 1 - U03;Sicilia 1;PD;14744.197944687263;131974.823687315
Sicilia 1 - U04;Sicilia 1;PD;13954.270756396894;113307.3988626767
Sicilia 1 - U05;Sicilia 1;PD;15414.859554080536;124669.47102713585
Sicilia 1 - U06;Sicilia 1;PD;20586.759562016796;140046.88969907165
Sicilia 2 - U01;Sicilia 2;PD;16634.090277982257;124848.07153502107
Sicilia 2 - U02;Sicilia 2;PD;19589.74205421409;134480.91639989614
Sicilia 2 - U03;Sicilia 2;PD;17070.187745590592;138201.1140266955
Sicilia 2 - U04;Sicilia 2;PD;14242.971889563709;100643.31165596843
Sicilia 2 - U05;Sicilia 2;PD;19884.419885268457;116477.67625188828
Sicilia 2 - U06;Sicilia 2;PD;26984.16253549276;144798.08882173896
Sardegna - U01;Sardegna;PD;28068.150084747198;161458.33297353983
Sardegna - U02;Sardegna;PD;26856.00964546707;148729.19014931098
Sardegna - U03;Sardegna;PD;23673.049199945206;121324.0268291384
Sardegna - U04;Sardegna;PD;25229.26448288382;127508.71752074361
Piemonte 1 - U01;Piemonte 1;SI-VERDI;7851.903299936991;113802.13112157024
Piemonte 1 - U02;Piemonte 1;SI-VERDI;5980.550976768796;105371.58089447208
Piemonte 1 - U03;Piemonte 1;SI-VERDI;8010.090612404675;165526.65388635165
Piemonte 1 - U04;Piemonte 1;SI-VERDI;6183.050287697677;149198.9660488218
Piemonte 1 - U05;Piemonte 1;SI-VERDI;7061.157358482796;153291.07992081717
Piemonte 2 - U01;Piemonte 2;SI-VERDI;5538.476230020185;135859.3112794757
Piemonte 2 - U02;Piemonte 2;SI-VERDI;4490.576109997498;142113.06346663833
Piemonte 2 - U03;Piemonte 2;SI-VERDI;3825.1563689357445;128280.5985716423
Piemonte 2 - U04;Piemonte 2;SI-VERDI;4880.725136864263;140802.9118091464
Piemonte 2 - U05;Piemonte 2;SI-VERDI;4964.574181031789;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;SI-VERDI;11.813178468833867;66370.0
Lombardia 1 - U01;Lombardia 1;SI-VERDI;5963.280589779478;155342.18295099214
Lombardia 1 - U02;Lombardia 1;SI-VERDI;4920.255219625273;166330.60099975206
Lombardia 1 - U03;Lombardia 1;SI-VERDI;6043.85787743885;161392.83924120665
Lombardia 1 - U04;Lombardia 1;SI-VERDI;5009.103568375962;162454.4642060995
Lombardia 1 - U05;Lombardia 1;SI-VERDI;4892.431289750661;162263.28040081263
Lombardia 1 - U06;Lombardia 1;SI-VERDI;5275.626005520793;145273.73823688924
Lombardia 1 - U07;Lombardia 1;SI-VERDI;6014.148215262585;116214.26745604724
Lombardia 1 - U08;Lombardia 1;SI-VERDI;5951.684984731728;118016.15918585658
Lombardia 1 - U09;Lombardia 1;SI-VERDI;6001.8641979910735;119594.91208931943
Lombardia 2 - U01;Lombardia 2;SI-VERDI;3987.0196904892778;151474.4790506959
Lombardia 2 - U02;Lombardia 2;SI-VERDI;4625.348362667466;174974.32298791409
Lombardia 2 - U03;Lombardia 2;SI-VERDI;4111.8397747273975;157354.16139608622
Lombardia 2 - U04;Lombardia 2;SI-VERDI;3309.1515367475968;133922.43349497765
Lombardia 2 - U05;Lombardia 2;SI-VERDI;3825.0889119913218;129181.15250968933
Lombardia 3 - U01;Lombardia 3;SI-VERDI;3492.4466605973316;151186.97870968655
Lombardia 3 - U02;Lombardia 3;SI-VERDI;3658.752256001217;176926.93462750036
Lombardia 3 - U03;Lombardia 3;SI-VERDI;4044.6602068810876;156350.3343309611
Lombardia 3 - U04;Lombardia 3;SI-VERDI;4965.058114002381;149379.0475662127
Lombardia 3 - U05;Lombardia 3;SI-VERDI;3700.4452542495087;147577.86525928974
Lombardia 4 - U01;Lombardia 4;SI-VERDI;4175.937416328049;142901.90666890144
Lombardia 4 - U02;Lombardia 4;SI-VERDI;4967.566044331654;161276.5622330904
Lombardia 4 - U03;Lombardia 4;SI-VERDI;4255.4328213764875;147015.1864758432
Lombardia 4 - U04;Lombardia 4;SI-VERDI;4307.114342030068;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;SI-VERDI;3571.8723396043474;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;SI-VERDI;2863.786651857605;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;SI-VERDI;4200.960180221216;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;SI-VERDI;3732.4985155141308;73360.85453355312
Veneto 1 - U01;Veneto 1;SI-VERDI;5424.846886582526;145419.14242082834
Veneto 1 - U02;Veneto 1;SI-VERDI;4960.056505220713;144522.44762330689
Veneto 1 - U03;Veneto 1;SI-VERDI;4028.7814963200663;145043.18329924345
Veneto 1 - U04;Veneto 1;SI-VERDI;2480.4249696058996;116333.22060774267
Veneto 1 - U05;Veneto 1;SI-VERDI;3838.1174195710205;114457.11759376526
Veneto 2 - U01;Veneto 2;SI-VERDI;4446.747973669463;151384.72868398073
Veneto 2 - U02;Veneto 2;SI-VERDI;4673.2257411852715;185420.16187389195
Veneto 2 - U03;Veneto 2;SI-VERDI;5943.80483394172;182345.41396042705
Veneto 2 - U04;Veneto 2;SI-VERDI;4132.567615143266;172862.6856917739
Veneto 2 - U05;Veneto 2;SI-VERDI;4416.564359850334;154069.73023663834
Veneto 2 - U06;Veneto 2;SI-VERDI;3241.823166426429;125778.40077978373
Veneto 2 - U07;Veneto 2;SI-VERDI;2366.941002314474;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;SI-VERDI;3978.982919035597;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;SI-VERDI;4688.567370947637;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;SI-VERDI;5120.561597084235;107987.75032508373
Liguria - U01;Liguria;SI-VERDI;4801.961801156725;140206.25134152174
Liguria - U02;Liguria;SI-VERDI;7025.103393137121;139913.20601949096
Liguria - U03;Liguria;SI-VERDI;8370.29938970316;149881.56551187485
Liguria - U04;Liguria;SI-VERDI;7418.895265938941;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;SI-VERDI;5614.959669384846;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;SI-VERDI;4104.256250901403;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;SI-VERDI;7939.2870605307;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;SI-VERDI;6714.936793872469;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;SI-VERDI;8590.406588797747;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;SI-VERDI;12548.852039903202;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;SI-VERDI;7288.38381078109;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;SI-VERDI;7729.583289033491;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;SI-VERDI;5718.644995494161;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;SI-VERDI;6090.842916195099;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;SI-VERDI;5521.239040868126;159788.7605141364
Toscana - U01;Toscana;SI-VERDI;6139.841587852741;149355.4139021486
Toscana - U02;Toscana;SI-VERDI;6204.207996082161;149406.66788220406
Toscana - U03;Toscana;SI-VERDI;6167.245872333558;152437.21486014128
Toscana - U04;Toscana;SI-VERDI;7670.16435770333;145871.1063478291
Toscana - U05;Toscana;SI-VERDI;8014.983041331055;153910.1246420741
Toscana - U06;Toscana;SI-VERDI;9124.47859061669;149708.33666154742
Toscana - U07;Toscana;SI-VERDI;9707.875967778413;129478.44414955378
Toscana - U08;Toscana;SI-VERDI;9128.067451342005;150890.525398463
Toscana - U09;Toscana;SI-VERDI;6226.462295459887;152665.4813413322
Umbria - U01;Umbria;SI-VERDI;5399.439885716862;164847.33504608274
Umbria - U02;Umbria;SI-VERDI;5346.560056054071;166781.36907577515
Marche - U01;Marche;SI-VERDI;4023.277058498218;139661.4317945838
Marche - U02;Marche;SI-VERDI;4198.122963744375;143917.76110163797
Marche - U03;Marche;SI-VERDI;6006.142081656708;143457.31587794423
Marche - U04;Marche;SI-VERDI;4517.537328254227;136705.5038907528
Lazio 1 - U01;Lazio 1;SI-VERDI;7417.0284351869195;117779.3136776532
Lazio 1 - U02;Lazio 1;SI-VERDI;6923.217475005042;151245.0404467024
Lazio 1 - U03;Lazio 1;SI-VERDI;6995.674310277171;145990.37477337196
Lazio 1 - U04;Lazio 1;SI-VERDI;7385.124721204681;145063.93301572406
Lazio 1 - U05;Lazio 1;SI-VERDI;6603.794464997455;156877.22077150503
Lazio 1 - U06;Lazio 1;SI-VERDI;6297.0837946112815;157605.0334701985
Lazio 1 - U07;Lazio 1;SI-VERDI;6494.089881544266;145916.20750663537
Lazio 1 - U08;Lazio 1;SI-VERDI;5111.895296852393;155503.2782868743
Lazio 1 - U09;Lazio 1;SI-VERDI;4763.108278313234;146216.8761858344
Lazio 2 - U01;Lazio 2;SI-VERDI;4642.989788537202;156843.07686042786
Lazio 2 - U02;Lazio 2;SI-VERDI;6021.8835190075715;143712.79618211437
Lazio 2 - U03;Lazio 2;SI-VERDI;5459.408423556238;160518.01508493721
Lazio 2 - U04;Lazio 2;SI-VERDI;4016.10374317282;138931.90569519997
Lazio 2 - U05;Lazio 2;SI-VERDI;3541.630323653091;133985.94785016775
Abruzzo - U01;Abruzzo;SI-VERDI;4112.32199951094;136305.1880313158
Abruzzo - U02;Abruzzo;SI-VERDI;4413.878731145841;151112.41444548965
Abruzzo - U03;Abruzzo;SI-VERDI;4305.784211489781;143087.27421835065
Molise - U01;Molise;SI-VERDI;3317.239584057297;80368.12514704466
Campania 1 - U01;Campania 1;SI-VERDI;6246.092917242894;144315.62187364697
Campania 1 - U02;Campania 1;SI-VERDI;3662.9151575944015;102840.80699807405
Campania 1 - U03;Campania 1;SI-VERDI;3704.734620105232;109623.68663460016
Campania 1 - U04;Campania 1;SI-VERDI;4713.008267105835;144440.5915197134
Campania 1 - U05;Campania 1;SI-VERDI;3547.5906953568033;131289.49548742175
Campania 1 - U06;Campania 1;SI-VERDI;3668.2236197149537;122962.94953491539
Campania 1 - U07;Campania 1;SI-VERDI;3457.7446277352365;124879.43610522151
Campania 2 - U01;Campania 2;SI-VERDI;3347.7062819114008;146919.712641716
Campania 2 - U02;Campania 2;SI-VERDI;3559.3416912715006;152167.38775396347
Campania 2 - U03;Campania 2;SI-VERDI;3615.6187369010986;132657.59531963803
Campania 2 - U04;Campania 2;SI-VERDI;3784.081877642716;127699.89764669538
Campania 2 - U05;Campania 2;SI-VERDI;5178.676894062066;153587.94384020567
Campania 2 - U06;Campania 2;SI-VERDI;6177.740541956994;136932.22300910018
Campania 2 - U07;Campania 2;SI-VERDI;5175.081342338932;124357.14047966897
Puglia - U01;Puglia;SI-VERDI;2805.9039803862725;102947.97077968718
Puglia - U02;Puglia;SI-VERDI;3010.7482343617903;110787.80824098736
Puglia - U03;Puglia;SI-VERDI;4676.114829280925;140144.58267345652
Puglia - U04;Puglia;SI-VERDI;6371.974881248657;142385.0462103784
Puglia - U05;Puglia;SI-VERDI;7031.431440938936;155022.90193790197
Puglia - U06;Puglia;SI-VERDI;5352.267370369881;146019.6937366724
Puglia - U07;Puglia;SI-VERDI;3613.9883945222846;118538.85163891315
Puglia - U08;Puglia;SI-VERDI;3783.0870014177376;127565.16245821118
Puglia - U09;Puglia;SI-VERDI;6829.137189158695;139369.32061704993
Puglia - U10;Puglia;SI-VERDI;7228.355082960039;142511.10071244836
Basilicata - U01;Basilicata;SI-VERDI;11195.697957607152;152766.11077153683
Calabria - U01;Calabria;SI-VERDI;3300.286308860484;104175.83897622116
Calabria - U02;Calabria;SI-VERDI;3317.0056485679766;120919.8990795482
Calabria - U03;Calabria;SI-VERDI;3179.309156842647;108669.00457540154
Calabria - U04;Calabria;SI-VERDI;3742.919913381725;112757.23446691409
Calabria - U05;Calabria;SI-VERDI;4924.011273066013;116825.8727338314
Sicilia 1 - U01;Sicilia 1;SI-VERDI;4538.510051582098;100567.70392146707
Sicilia 1 - U02;Sicilia 1;SI-VERDI;4437.99538945261;143283.84437191486
Sicilia 1 - U03;Sicilia 1;SI-VERDI;4219.848996122949;131974.823687315
Sicilia 1 - U04;Sicilia 1;SI-VERDI;3673.5984049581125;113307.3988626767
Sicilia 1 - U05;Sicilia 1;SI-VERDI;3605.018491450327;124669.47102713585
Sicilia 1 - U06;Sicilia 1;SI-VERDI;3588.9758429435983;140046.88969907165
Sicilia 2 - U01;Sicilia 2;SI-VERDI;3443.1393498966863;124848.07153502107
Sicilia 2 - U02;Sicilia 2;SI-VERDI;3649.9369912368256;134480.91639989614
Sicilia 2 - U03;Sicilia 2;SI-VERDI;3629.238770803441;138201.1140266955
Sicilia 2 - U04;Sicilia 2;SI-VERDI;2936.2898489279314;100643.31165596843
Sicilia 2 - U05;Sicilia 2;SI-VERDI;4057.898209694433;116477.67625188828
Sicilia 2 - U06;Sicilia 2;SI-VERDI;4846.098770495393;144798.08882173896
Sardegna - U01;Sardegna;SI-VERDI;6534.9310742853895;161458.33297353983
Sardegna - U02;Sardegna;SI-VERDI;5249.701052301168;148729.19014931098
Sardegna - U03;Sardegna;SI-VERDI;4064.0752926415244;121324.0268291384
Sardegna - U04;Sardegna;SI-VERDI;3942.979524631299;127508.71752074361
Piemonte 1 - U01;Piemonte 1;SVP;7.379169626360716;113802.13112157024
Piemonte 1 - U02;Piemonte 1;SVP;7.379169626360716;105371.58089447208
Piemonte 1 - U03;Piemonte 1;SVP;7.379169626360716;165526.65388635165
Piemonte 1 - U04;Piemonte 1;SVP;7.379169626360716;149198.9660488218
Piemonte 1 - U05;Piemonte 1;SVP;7.379169626360716;153291.07992081717
Piemonte 2 - U01;Piemonte 2;SVP;7.379169626360716;135859.3112794757
Piemonte 2 - U02;Piemonte 2;SVP;7.379169626360716;142113.06346663833
Piemonte 2 - U03;Piemonte 2;SVP;7.379169626360716;128280.5985716423
Piemonte 2 - U04;Piemonte 2;SVP;7.379169626360716;140802.9118091464
Piemonte 2 - U05;Piemonte 2;SVP;7.379169626360716;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;SVP;7.379169626360716;66370.0
Lombardia 1 - U01;Lombardia 1;SVP;7.379169626360716;155342.18295099214
Lombardia 1 - U02;Lombardia 1;SVP;7.379169626360716;166330.60099975206
Lombardia 1 - U03;Lombardia 1;SVP;7.379169626360716;161392.83924120665
Lombardia 1 - U04;Lombardia 1;SVP;7.379169626360716;162454.4642060995
Lombardia 1 - U05;Lombardia 1;SVP;7.379169626360716;162263.28040081263
Lombardia 1 - U06;Lombardia 1;SVP;7.379169626360716;145273.73823688924
Lombardia 1 - U07;Lombardia 1;SVP;7.379169626360716;116214.26745604724
Lombardia 1 - U08;Lombardia 1;SVP;7.379169626360716;118016.15918585658
