COLLEGIOUNINOMINALE;CIRCOSCRIZIONE;LISTA;VOTI_LISTA;VOTANTI
Veneto 1 - U02;Veneto 1;FI;12371.338603087124;144522.44762330689
Veneto 1 - U03;Veneto 1;FI;11782.902433373249;145043.18329924345
Veneto 1 - U04;Veneto 1;FI;9820.578217223027;116333.22060774267
Veneto 1 - U05;Veneto 1;FI;10117.279242812834;114457.11759376526
Veneto 2 - U01;Veneto 2;FI;14318.958083769554;151384.72868398073
Veneto 2 - U02;Veneto 2;FI;17154.274453380185;185420.16187389195
Veneto 2 - U03;Veneto 2;FI;16828.166643748627;182345.41396042705
Veneto 2 - U04;Veneto 2;FI;13015.897507392974;172862.6856917739
Veneto 2 - U05;Veneto 2;FI;12256.28972791529;154069.73023663834
Veneto 2 - U06;Veneto 2;FI;10848.86216115859;125778.40077978373
Veneto 2 - U07;Veneto 2;FI;11937.214133917509;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;FI;11601.972859442752;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;FI;11176.814309969906;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;FI;8753.432222193585;107987.75032508373
Liguria - U01;Liguria;FI;17299.044796530736;140206.25134152174
Liguria - U02;Liguria;FI;14116.819061327906;139913.20601949096
Liguria - U03;Liguria;FI;17175.20007093099;149881.56551187485
Liguria - U04;Liguria;FI;15766.173990137944;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;FI;15151.586952157324;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;FI;9934.377554641138;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;FI;11597.152348017607;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;FI;12526.136633682534;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;FI;10254.376094887077;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;FI;10915.439641256935;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;FI;9956.210025223503;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;FI;11653.71431457044;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;FI;13522.935122042161;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;FI;12534.28435624771;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;FI;14324.320973379708;159788.7605141364
Toscana - U01;Toscana;FI;12749.19517315682;149355.4139021486
Toscana - U02;Toscana;FI;15624.412324903624;149406.66788220406
Toscana - U03;Toscana;FI;14729.622982828643;152437.21486014128
Toscana - U04;Toscana;FI;10793.219989026273;145871.1063478291
Toscana - U05;Toscana;FI;11218.789317926006;153910.1246420741
Toscana - U06;Toscana;FI;10865.628388602923;149708.33666154742
Toscana - U07;Toscana;FI;8384.797710281375;129478.44414955378
Toscana - U08;Toscana;FI;9804.199049634033;150890.525398463
Toscana - U09;Toscana;FI;13117.28571955233;152665.4813413322
Umbria - U01;Umbria;FI;15281.95476484386;164847.33504608274
Umbria - U02;Umbria;FI;14762.086422008795;166781.36907577515
Marche - U01;Marche;FI;12804.38671427595;139661.4317945838
Marche - U02;Marche;FI;11883.859155072541;143917.76110163797
Marche - U03;Marche;FI;10387.576330250216;143457.31587794423
Marche - U04;Marche;FI;10289.46993793164;136705.5038907528
Lazio 1 - U01;Lazio 1;FI;11645.497410808423;117779.3136776532
Lazio 1 - U02;Lazio 1;FI;14186.822790401846;151245.0404467024
Lazio 1 - U03;Lazio 1;FI;11583.089034758306;145990.37477337196
Lazio 1 - U04;Lazio 1;FI;11978.838496878761;145063.93301572406
Lazio 1 - U05;Lazio 1;FI;13972.908184372041;156877.22077150503
Lazio 1 - U06;Lazio 1;FI;14708.215594692963;157605.0334701985
Lazio 1 - U07;Lazio 1;FI;14024.703957025025;145916.20750663537
Lazio 1 - U08;Lazio 1;FI;18307.56619841974;155503.2782868743
Lazio 1 - U09;Lazio 1;FI;15459.623481017054;146216.8761858344
Lazio 2 - U01;Lazio 2;FI;17129.463605720935;156843.07686042786
Lazio 2 - U02;Lazio 2;FI;14690.152417072626;143712.79618211437
Lazio 2 - U03;Lazio 2;FI;21637.071122821228;160518.01508493721
Lazio 2 - U04;Lazio 2;FI;19806.59013685096;138931.90569519997
Lazio 2 - U05;Lazio 2;FI;22587.931303843296;133985.94785016775
Abruzzo - U01;Abruzzo;FI;16015.503120356414;136305.1880313158
Abruzzo - U02;Abruzzo;FI;16831.057596350453;151112.41444548965
Abruzzo - U03;Abruzzo;FI;18110.85737651719;143087.27421835065
Molise - U01;Molise;FI;10995.172147133166;80368.12514704466
Campania 1 - U01;Campania 1;FI;23262.444399029606;144315.62187364697
Campania 1 - U02;Campania 1;FI;12934.782318038688;102840.80699807405
Campania 1 - U03;Campania 1;FI;14171.508325170667;109623.68663460016
Campania 1 - U04;Campania 1;FI;19189.68926578103;144440.5915197134
Campania 1 - U05;Campania 1;FI;16932.636724354772;131289.49548742175
Campania 1 - U06;Campania 1;FI;20578.088143766443;122962.94953491539
Campania 1 - U07;Campania 1;FI;21677.361571227266;124879.43610522151
Campania 2 - U01;Campania 2;FI;23906.048996817048;146919.712641716
Campania 2 - U02;Campania 2;FI;21373.924998752467;152167.38775396347
Campania 2 - U03;Campania 2;FI;20750.244049472116;132657.59531963803
Campania 2 - U04;Campania 2;FI;16570.420446836888;127699.89764669538
Campania 2 - U05;Campania 2;FI;22029.175774391562;153587.94384020567
Campania 2 - U06;Campania 2;FI;22196.84368485443;136932.22300910018
Campania 2 - U07;Campania 2;FI;20912.1523809489;124357.14047966897
Puglia - U01;Puglia;FI;16025.691559344285;102947.97077968718
Puglia - U02;Puglia;FI;17785.007147616485;110787.80824098736
Puglia - U03;Puglia;FI;21600.72003865421;140144.58267345652
Puglia - U04;Puglia;FI;21466.441752125196;142385.0462103784
Puglia - U05;Puglia;FI;24814.427019675088;155022.90193790197
Puglia - U06;Puglia;FI;23387.98084478634;146019.6937366724
Puglia - U07;Puglia;FI;19786.78615355925;118538.85163891315
Puglia - U08;Puglia;FI;21578.482945936266;127565.16245821118
Puglia - U09;Puglia;FI;17680.271727060062;139369.32061704993
Puglia - U10;Puglia;FI;18737.342491280273;142511.10071244836
Basilicata - U01;Basilicata;FI;15397.940122957709;152766.11077153683
Calabria - U01;Calabria;FI;13495.797100758877;104175.83897622116
Calabria - U02;Calabria;FI;18632.895458438532;120919.8990795482
Calabria - U03;Calabria;FI;17144.587981756467;108669.00457540154
Calabria - U04;Calabria;FI;22444.84884513631;112757.23446691409
Calabria - U05;Calabria;FI;23654.324696282518;116825.8727338314
Sicilia 1 - U01;Sicilia 1;FI;18194.86259636625;100567.70392146707
Sicilia 1 - U02;Sicilia 1;FI;28029.873151920026;143283.84437191486
Sicilia 1 - U03;Sicilia 1;FI;25877.357183860277;131974.823687315
Sicilia 1 - U04;Sicilia 1;FI;18711.91622605094;113307.3988626767
Sicilia 1 - U05;Sicilia 1;FI;17810.966770559156;124669.47102713585
Sicilia 1 - U06;Sicilia 1;FI;21423.344761178872;140046.88969907165
Sicilia 2 - U01;Sicilia 2;FI;18481.998397668685;124848.07153502107
Sicilia 2 - U02;Sicilia 2;FI;22272.39456222741;134480.91639989614
Sicilia 2 - U03;Sicilia 2;FI;26131.139134549692;138201.1140266955
Sicilia 2 - U04;Sicilia 2;FI;15545.23102295732;100643.31165596843
Sicilia 2 - U05;Sicilia 2;FI;19487.306164124635;116477.67625188828
Sicilia 2 - U06;Sicilia 2;FI;25700.68914834929;144798.08882173896
Sardegna - U01;Sardegna;FI;18900.67799864114;161458.33297353983
Sardegna - U02;Sardegna;FI;16712.490882533206;148729.19014931098
Sardegna - U03;Sardegna;FI;14148.291882138707;121324.0268291384
Sardegna - U04;Sardegna;FI;18254.484381149057;127508.71752074361
Piemonte 1 - U01;Piemonte 1;LEGA;12116.390441520736;113802.13112157024
Piemonte 1 - U02;Piemonte 1;LEGA;14367.641696877072;105371.58089447208
Piemonte 1 - U03;Piemonte 1;LEGA;23213.911471419146;165526.65388635165
Piemonte 1 - U04;Piemonte 1;LEGA;25893.73784154618;149198.9660488218
Piemonte 1 - U05;Piemonte 1;LEGA;22386.92861964398;153291.07992081717
Piemonte 2 - U01;Piemonte 2;LEGA;24998.016659384124;135859.3112794757
Piemonte 2 - U02;Piemonte 2;LEGA;27223.163851681096;142113.06346663833
Piemonte 2 - U03;Piemonte 2;LEGA;23946.990364711903;128280.5985716423
Piemonte 2 - U04;Piemonte 2;LEGA;27889.92856943775;140802.9118091464
Piemonte 2 - U05;Piemonte 2;LEGA;31267.353226189756;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;LEGA;8290.287631016161;66370.0
Lombardia 1 - U01;Lombardia 1;LEGA;26996.33794876652;155342.18295099214
Lombardia 1 - U02;Lombardia 1;LEGA;33073.25693157126;166330.60099975206
Lombardia 1 - U03;Lombardia 1;LEGA;26757.95472048732;161392.83924120665
Lombardia 1 - U04;Lombardia 1;LEGA;29691.559351716376;162454.4642060995
Lombardia 1 - U05;Lombardia 1;LEGA;31956.98526428458;162263.28040081263
Lombardia 1 - U06;Lombardia 1;LEGA;25358.076772470537;145273.73823688924
Lombardia 1 - U07;Lombardia 1;LEGA;16005.834374348415;116214.26745604724
Lombardia 1 - U08;Lombardia 1;LEGA;16101.945759289018;118016.15918585658
Lombardia 1 - U09;Lombardia 1;LEGA;12432.525277854817;119594.91208931943
Lombardia 2 - U01;Lombardia 2;LEGA;32505.824546802425;151474.4790506959
Lombardia 2 - U02;Lombardia 2;LEGA;37424.75671067287;174974.32298791409
Lombardia 2 - U03;Lombardia 2;LEGA;34082.195413193855;157354.16139608622
Lombardia 2 - U04;Lombardia 2;LEGA;38511.04294754619;133922.43349497765
Lombardia 2 - U05;Lombardia 2;LEGA;31179.815756971097;129181.15250968933
Lombardia 3 - U01;Lombardia 3;LEGA;40678.64016518662;151186.97870968655
Lombardia 3 - U02;Lombardia 3;LEGA;49921.876205416134;176926.93462750036
Lombardia 3 - U03;Lombardia 3;LEGA;42770.27978597592;156350.3343309611
Lombardia 3 - U04;Lombardia 3;LEGA;34823.060969312224;149379.0475662127
Lombardia 3 - U05;Lombardia 3;LEGA;37452.9145207493;147577.86525928974
Lombardia 4 - U01;Lombardia 4;LEGA;28477.888476110704;142901.90666890144
Lombardia 4 - U02;Lombardia 4;LEGA;32576.199714089915;161276.5622330904
Lombardia 4 - U03;Lombardia 4;LEGA;32281.147772437052;147015.1864758432
Lombardia 4 - U04;Lombardia 4;LEGA;27788.64107123598;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;LEGA;20450.174953430902;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;LEGA;17761.13282390998;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;LEGA;5531.338828103081;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;LEGA;3743.767155490992;73360.85453355312
Veneto 1 - U01;Veneto 1;LEGA;30580.25689854007;145419.14242082834
Veneto 1 - U02;Veneto 1;LEGA;31236.65283772314;144522.44762330689
Veneto 1 - U03;Veneto 1;LEGA;36314.265115488975;145043.18329924345
Veneto 1 - U04;Veneto 1;LEGA;33659.759865878375;116333.22060774267
Veneto 1 - U05;Veneto 1;LEGA;25659.29566060075;114457.11759376526
Veneto 2 - U01;Veneto 2;LEGA;34493.00078495075;151384.72868398073
Veneto 2 - U02;Veneto 2;LEGA;47436.90723334302;185420.16187389195
Veneto 2 - U03;Veneto 2;LEGA;41176.560420205824;182345.41396042705
Veneto 2 - U04;Veneto 2;LEGA;46538.23891492745;172862.6856917739
Veneto 2 - U05;Veneto 2;LEGA;37269.17047294057;154069.73023663834
Veneto 2 - U06;Veneto 2;LEGA;29000.82376392608;125778.40077978373
Veneto 2 - U07;Veneto 2;LEGA;31626.997022346677;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;LEGA;29179.25361545778;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;LEGA;25525.20866550251;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;LEGA;17447.866458785866;107987.75032508373
Liguria - U01;Liguria;LEGA;23498.3526769051;140206.25134152174
Liguria - U02;Liguria;LEGA;20599.04591891996;139913.20601949096
Liguria - U03;Liguria;LEGA;20605.783225810348;149881.56551187485
Liguria - U04;Liguria;LEGA;20953.594632709395;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;LEGA;28361.79912608676;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;LEGA;21472.666028743868;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;LEGA;19490.977828842475;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;LEGA;22760.45039818563;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;LEGA;17191.443997067257;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;LEGA;14699.583167471183;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;LEGA;18164.97541235409;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;LEGA;20464.80393600177;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;LEGA;27275.628654318225;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;LEGA;21262.508278618392;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;LEGA;22382.189726908193;159788.7605141364
Toscana - U01;Toscana;LEGA;20639.393193732965;149355.4139021486
Toscana - U02;Toscana;LEGA;23008.47158038181;149406.66788220406
Toscana - U03;Toscana;LEGA;23152.286074325384;152437.21486014128
Toscana - U04;Toscana;LEGA;19651.732929451722;145871.1063478291
Toscana - U05;Toscana;LEGA;20189.475496663967;153910.1246420741
Toscana - U06;Toscana;LEGA;16771.36851747132;149708.33666154742
Toscana - U07;Toscana;LEGA;10887.113292808022;129478.44414955378
Toscana - U08;Toscana;LEGA;15621.230956816176;150890.525398463
Toscana - U09;Toscana;LEGA;19904.59376733315;152665.4813413322
Umbria - U01;Umbria;LEGA;24561.984029215997;164847.33504608274
Umbria - U02;Umbria;LEGA;25270.864105863733;166781.36907577515
Marche - U01;Marche;LEGA;16451.386892129198;139661.4317945838
Marche - U02;Marche;LEGA;21702.05134262921;143917.76110163797
Marche - U03;Marche;LEGA;17051.162996042243;143457.31587794423
Marche - U04;Marche;LEGA;16540.34843938764;136705.5038907528
Lazio 1 - U01;Lazio 1;LEGA;7803.202335449637;117779.3136776532
Lazio 1 - U02;Lazio 1;LEGA;12595.127988564109;151245.0404467024
Lazio 1 - U03;Lazio 1;LEGA;12316.253620660671;145990.37477337196
Lazio 1 - U04;Lazio 1;LEGA;11403.235511157402;145063.93301572406
Lazio 1 - U05;Lazio 1;LEGA;13203.58144716353;156877.22077150503
Lazio 1 - U06;Lazio 1;LEGA;13377.979368007196;157605.0334701985
Lazio 1 - U07;Lazio 1;LEGA;12306.846789823088;145916.20750663537
Lazio 1 - U08;Lazio 1;LEGA;16708.769213821524;155503.2782868743
Lazio 1 - U09;Lazio 1;LEGA;15875.973318823937;146216.8761858344
Lazio 2 - U01;Lazio 2;LEGA;20031.194440820364;156843.07686042786
Lazio 2 - U02;Lazio 2;LEGA;17827.027996651683;143712.79618211437
Lazio 2 - U03;Lazio 2;LEGA;19701.680121565805;160518.01508493721
Lazio 2 - U04;Lazio 2;LEGA;15999.26094308883;138931.90569519997
Lazio 2 - U05;Lazio 2;LEGA;13817.637882074434;133985.94785016775
Abruzzo - U01;Abruzzo;LEGA;11086.516948829505;136305.1880313158
Abruzzo - U02;Abruzzo;LEGA;14996.03877522642;151112.41444548965
Abruzzo - U03;Abruzzo;LEGA;17037.74349689142;143087.27421835065
Molise - U01;Molise;LEGA;5183.21035474751;80368.12514704466
Campania 1 - U01;Campania 1;LEGA;3646.022931591901;144315.62187364697
Campania 1 - U02;Campania 1;LEGA;1974.5661598485476;102840.80699807405
Campania 1 - U03;Campania 1;LEGA;1851.2574635850872;109623.68663460016
Campania 1 - U04;Campania 1;LEGA;3139.8084451287928;144440.5915197134
Campania 1 - U05;Campania 1;LEGA;2192.5967765906216;131289.49548742175
Campania 1 - U06;Campania 1;LEGA;2556.1027631509855;122962.94953491539
Campania 1 - U07;Campania 1;LEGA;3088.3556329671337;124879.43610522151
Campania 2 - U01;Campania 2;LEGA;7295.393340982825;146919.712641716
Campania 2 - U02;Campania 2;LEGA;6251.882820239008;152167.38775396347
Campania 2 - U03;Campania 2;LEGA;6508.485719056254;132657.59531963803
Campania 2 - U04;Campania 2;LEGA;6045.037027840072;127699.89764669538
Campania 2 - U05;Campania 2;LEGA;4601.054309421623;153587.94384020567
Campania 2 - U06;Campania 2;LEGA;6601.557038081202;136932.22300910018
Campania 2 - U07;Campania 2;LEGA;6711.765178185926;124357.14047966897
Puglia - U01;Puglia;LEGA;5426.654400015077;102947.97077968718
Puglia - U02;Puglia;LEGA;5736.6804329711695;110787.80824098736
Puglia - U03;Puglia;LEGA;5425.310693223644;140144.58267345652
Puglia - U04;Puglia;LEGA;5833.055915456455;142385.0462103784
Puglia - U05;Puglia;LEGA;5981.114161057319;155022.90193790197
Puglia - U06;Puglia;LEGA;6401.904370776447;146019.6937366724
Puglia - U07;Puglia;LEGA;4960.426250266843;118538.85163891315
Puglia - U08;Puglia;LEGA;5427.486343814036;127565.16245821118
Puglia - U09;Puglia;LEGA;7303.875155828196;139369.32061704993
Puglia - U10;Puglia;LEGA;7629.950873367536;142511.10071244836
Basilicata - U01;Basilicata;LEGA;6909.870159071035;152766.11077153683
Calabria - U01;Calabria;LEGA;4114.496598299248;104175.83897622116
Calabria - U02;Calabria;LEGA;4415.21821965674;120919.8990795482
Calabria - U03;Calabria;LEGA;4472.319502980906;108669.00457540154
Calabria - U04;Calabria;LEGA;4805.882522713612;112757.23446691409
Calabria - U05;Calabria;LEGA;5184.900960043023;116825.8727338314
Sicilia 1 - U01;Sicilia 1;LEGA;3572.9215394431803;100567.70392146707
Sicilia 1 - U02;Sicilia 1;LEGA;5407.108237524893;143283.84437191486
Sicilia 1 - U03;Sicilia 1;LEGA;5243.881568114609;131974.823687315
Sicilia 1 - U04;Sicilia 1;LEGA;5402.8839353863705;113307.3988626767
Sicilia 1 - U05;Sicilia 1;LEGA;4607.39952450636;124669.47102713585
Sicilia 1 - U06;Sicilia 1;LEGA;4407.221169664125;140046.88969907165
Sicilia 2 - U01;Sicilia 2;LEGA;4509.029692754653;124848.07153502107
Sicilia 2 - U02;Sicilia 2;LEGA;4723.1732761883195;134480.91639989614
Sicilia 2 - U03;Sicilia 2;LEGA;4974.035794341352;138201.1140266955
Sicilia 2 - U04;Sicilia 2;LEGA;3403.288700724413;100643.31165596843
Sicilia 2 - U05;Sicilia 2;LEGA;4511.158872915485;116477.67625188828
Sicilia 2 - U06;Sicilia 2;LEGA;6114.350023369933;144798.08882173896
Sardegna - U01;Sardegna;LEGA;13208.261011328546;161458.33297353983
Sardegna - U02;Sardegna;LEGA;11899.315139773924;148729.19014931098
Sardegna - U03;Sardegna;LEGA;8486.307355885498;121324.0268291384
Sardegna - U04;Sardegna;LEGA;10442.155573320199;127508.71752074361
Piemonte 1 - U01;Piemonte 1;M5S;7252.196105037284;113802.13112157024
Piemonte 1 - U02;Piemonte 1;M5S;8727.171207437474;105371.58089447208
Piemonte 1 - U03;Piemonte 1;M5S;16490.059802603624;165526.65388635165
Piemonte 1 - U04;Piemonte 1;M5S;12765.5083061354;149198.9660488218
Piemonte 1 - U05;Piemonte 1;M5S;15091.527073351686;153291.07992081717
Piemonte 2 - U01;Piemonte 2;M5S;10953.44262815819;135859.3112794757
Piemonte 2 - U02;Piemonte 2;M5S;10367.263910697862;142113.06346663833
Piemonte 2 - U03;Piemonte 2;M5S;9535.21787627356;128280.5985716423
Piemonte 2 - U04;Piemonte 2;M5S;10655.693419624376;140802.9118091464
Piemonte 2 - U05;Piemonte 2;M5S;10726.426616067942;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;M5S;5033.813073455252;66370.0
Lombardia 1 - U01;Lombardia 1;M5S;11209.353257789766;155342.18295099214
Lombardia 1 - U02;Lombardia 1;M5S;12794.088495634274;166330.60099975206
Lombardia 1 - U03;Lombardia 1;M5S;12841.857289026599;161392.83924120665
Lombardia 1 - U04;Lombardia 1;M5S;13495.103836609915;162454.4642060995
Lombardia 1 - U05;Lombardia 1;M5S;12683.070947384917;162263.28040081263
Lombardia 1 - U06;Lombardia 1;M5S;12131.68579418576;145273.73823688924
Lombardia 1 - U07;Lombardia 1;M5S;8208.89767918245;116214.26745604724
Lombardia 1 - U08;Lombardia 1;M5S;7945.78502577855;118016.15918585658
Lombardia 1 - U09;Lombardia 1;M5S;5363.155471109115;119594.91208931943
Lombardia 2 - U01;Lombardia 2;M5S;10406.302430331576;151474.4790506959
Lombardia 2 - U02;Lombardia 2;M5S;12722.419343846794;174974.32298791409
Lombardia 2 - U03;Lombardia 2;M5S;10277.614420070118;157354.16139608622
Lombardia 2 - U04;Lombardia 2;M5S;6801.822760743545;133922.43349497765
Lombardia 2 - U05;Lombardia 2;M5S;7498.837488329793;129181.15250968933
Lombardia 3 - U01;Lombardia 3;M5S;8190.618333914751;151186.97870968655
Lombardia 3 - U02;Lombardia 3;M5S;8275.536607564021;176926.93462750036
Lombardia 3 - U03;Lombardia 3;M5S;8240.787722066156;156350.3343309611
Lombardia 3 - U04;Lombardia 3;M5S;8581.920782656347;149379.0475662127
Lombardia 3 - U05;Lombardia 3;M5S;8857.390831561346;147577.86525928974
Lombardia 4 - U01;Lombardia 4;M5S;9820.027335561597;142901.90666890144
Lombardia 4 - U02;Lombardia 4;M5S;11721.623046157367;161276.5622330904
Lombardia 4 - U03;Lombardia 4;M5S;9789.709126586637;147015.1864758432
Lombardia 4 - U04;Lombardia 4;M5S;10591.12144935819;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;M5S;7203.38336592461;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;M5S;7156.23740900993;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;M5S;3432.7964559190236;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;M5S;2267.5314221025283;73360.85453355312
Veneto 1 - U01;Veneto 1;M5S;11613.179787203544;145419.14242082834
Veneto 1 - U02;Veneto 1;M5S;12845.938186464062;144522.44762330689
Veneto 1 - U03;Veneto 1;M5S;10234.831394915867;145043.18329924345
Veneto 1 - U04;Veneto 1;M5S;7854.458260517164;116333.22060774267
Veneto 1 - U05;Veneto 1;M5S;7831.2284103388165;114457.11759376526
Veneto 2 - U01;Veneto 2;M5S;11949.637000426812;151384.72868398073
Veneto 2 - U02;Veneto 2;M5S;14195.312381681868;185420.16187389195
Veneto 2 - U03;Veneto 2;M5S;14080.908327646071;182345.41396042705
Veneto 2 - U04;Veneto 2;M5S;12262.529608978417;172862.6856917739
Veneto 2 - U05;Veneto 2;M5S;11149.301705123265;154069.73023663834
Veneto 2 - U06;Veneto 2;M5S;8913.809602680918;125778.40077978373
Veneto 2 - U07;Veneto 2;M5S;8757.428765372577;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;M5S;9499.693689623964;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;M5S;9717.12920648621;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;M5S;9328.490640754193;107987.75032508373
Liguria - U01;Liguria;M5S;12783.129046408034;140206.25134152174
Liguria - U02;Liguria;M5S;12924.378087939895;139913.20601949096
Liguria - U03;Liguria;M5S;12846.976496075404;149881.56551187485
Liguria - U04;Liguria;M5S;12711.09969419759;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;M5S;10264.778723732776;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;M5S;9071.203421207158;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;M5S;14946.331363989946;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;M5S;14401.983904638611;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;M5S;12205.996346771171;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;M5S;10314.62311178454;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;M5S;11780.713075167509;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;M5S;13469.461682638257;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;M5S;11735.127637214093;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;M5S;14393.471524264365;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;M5S;16029.276419976424;159788.7605141364
Toscana - U01;Toscana;M5S;11719.48599497887;149355.4139021486
Toscana - U02;Toscana;M5S;13593.506020034078;149406.66788220406
Toscana - U03;Toscana;M5S;12103.26542586226;152437.21486014128
Toscana - U04;Toscana;M5S;11520.789307344205;145871.1063478291
Toscana - U05;Toscana;M5S;13214.48936785776;153910.1246420741
Toscana - U06;Toscana;M5S;11217.768477172462;149708.33666154742
Toscana - U07;Toscana;M5S;8115.595548235464;129478.44414955378
Toscana - U08;Toscana;M5S;11155.525910999873;150890.525398463
Toscana - U09;Toscana;M5S;11609.561414395095;152665.4813413322
Umbria - U01;Umbria;M5S;14459.395370446744;164847.33504608274
Umbria - U02;Umbria;M5S;14240.329566625069;166781.36907577515
Marche - U01;Marche;M5S;16234.750782614994;139661.4317945838
Marche - U02;Marche;M5S;14644.410356554845;143917.76110163797
Marche - U03;Marche;M5S;15694.139793767567;143457.31587794423
Marche - U04;Marche;M5S;14932.69265943524;136705.5038907528
Lazio 1 - U01;Lazio 1;M5S;7577.270827050098;117779.3136776532
Lazio 1 - U02;Lazio 1;M5S;14795.89168946073;151245.0404467024
Lazio 1 - U03;Lazio 1;M5S;16201.432363950484;145990.37477337196
Lazio 1 - U04;Lazio 1;M5S;16212.003564194878;145063.93301572406
Lazio 1 - U05;Lazio 1;M5S;18959.51628017177;156877.22077150503
Lazio 1 - U06;Lazio 1;M5S;18751.271283357997;157605.0334701985
Lazio 1 - U07;Lazio 1;M5S;14492.432249994748;145916.20750663537
Lazio 1 - U08;Lazio 1;M5S;17336.564970962398;155503.2782868743
Lazio 1 - U09;Lazio 1;M5S;16464.80809301304;146216.8761858344
Lazio 2 - U01;Lazio 2;M5S;16049.264584201293;156843.07686042786
Lazio 2 - U02;Lazio 2;M5S;14728.94607508336;143712.79618211437
Lazio 2 - U03;Lazio 2;M5S;18124.053629042028;160518.01508493721
Lazio 2 - U04;Lazio 2;M5S;15949.941148813978;138931.90569519997
Lazio 2 - U05;Lazio 2;M5S;15136.471630884298;133985.94785016775
Abruzzo - U01;Abruzzo;M5S;18158.872974689257;136305.1880313158
Abruzzo - U02;Abruzzo;M5S;19410.578857082524;151112.41444548965
Abruzzo - U03;Abruzzo;M5S;15883.767681128033;143087.27421835065
Molise - U01;Molise;M5S;11331.560498685034;80368.12514704466
Campania 1 - U01;Campania 1;M5S;24384.765607700778;144315.62187364697
Campania 1 - U02;Campania 1;M5S;17122.84105669034;102840.80699807405
Campania 1 - U03;Campania 1;M5S;19653.45178265294;109623.68663460016
Campania 1 - U04;Campania 1;M5S;27507.57509001107;144440.5915197134
Campania 1 - U05;Campania 1;M5S;24876.58872224644;131289.49548742175
Campania 1 - U06;Campania 1;M5S;19883.061065319016;122962.94953491539
Campania 1 - U07;Campania 1;M5S;18966.68478145491;124879.43610522151
