COLLEGIOUNINOMINALE;CIRCOSCRIZIONE;LISTA;VOTI_LISTA;VOTANTI
Calabria - U03;Calabria;LEUV;5157.918562088387;108669.00457540154
Calabria - U04;Calabria;LEUV;6072.286507932485;112757.23446691409
Calabria - U05;Calabria;LEUV;7988.417575125613;116825.8727338314
Sicilia 1 - U01;Sicilia 1;LEUV;7363.003748439361;100567.70392146707
Sicilia 1 - U02;Sicilia 1;LEUV;7199.934850139906;143283.84437191486
Sicilia 1 - U03;Sicilia 1;LEUV;6846.027357694248;131974.823687315
Sicilia 1 - U04;Sicilia 1;LEUV;5959.823492412098;113307.3988626767
Sicilia 1 - U05;Sicilia 1;LEUV;5848.56359555467;124669.47102713585
Sicilia 1 - U06;Sicilia 1;LEUV;5822.536974538633;140046.88969907165
Sicilia 2 - U01;Sicilia 2;LEUV;5585.940683518121;124848.07153502107
Sicilia 2 - U02;Sicilia 2;LEUV;5921.436648284149;134480.91639989614
Sicilia 2 - U03;Sicilia 2;LEUV;5887.857109425592;138201.1140266955
Sicilia 2 - U04;Sicilia 2;LEUV;4763.658759910464;100643.31165596843
Sicilia 2 - U05;Sicilia 2;LEUV;6583.288213353216;116477.67625188828
Sicilia 2 - U06;Sicilia 2;LEUV;7862.017051174409;144798.08882173896
Sardegna - U01;Sardegna;LEUV;10601.876265313746;161458.33297353983
Sardegna - U02;Sardegna;LEUV;8516.796941499599;148729.19014931098
Sardegna - U03;Sardegna;LEUV;6593.309538496676;121324.0268291384
Sardegna - U04;Sardegna;LEUV;6396.85110089367;127508.71752074361
Piemonte 1 - U01;Piemonte 1;M5S;7686.479355788261;113802.13112157024
Piemonte 1 - U02;Piemonte 1;M5S;9249.780390494965;105371.58089447208
Piemonte 1 - U03;Piemonte 1;M5S;17477.534034192395;165526.65388635165
Piemonte 1 - U04;Piemonte 1;M5S;13529.945224881492;149198.9660488218
Piemonte 1 - U05;Piemonte 1;M5S;15995.252971174434;153291.07992081717
Piemonte 2 - U01;Piemonte 2;M5S;11609.367620060553;135859.3112794757
Piemonte 2 - U02;Piemonte 2;M5S;10988.086763158217;142113.06346663833
Piemonte 2 - U03;Piemonte 2;M5S;10106.215317041968;128280.5985716423
Piemonte 2 - U04;Piemonte 2;M5S;11293.788296025468;140802.9118091464
Piemonte 2 - U05;Piemonte 2;M5S;11368.757208387722;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;M5S;5335.252895758792;66370.0
Lombardia 1 - U01;Lombardia 1;M5S;11880.602945622644;155342.18295099214
Lombardia 1 - U02;Lombardia 1;M5S;13560.236881834202;166330.60099975206
Lombardia 1 - U03;Lombardia 1;M5S;13610.866213824555;161392.83924120665
Lombardia 1 - U04;Lombardia 1;M5S;14303.231123641493;162454.4642060995
Lombardia 1 - U05;Lombardia 1;M5S;13442.571269874776;162263.28040081263
Lombardia 1 - U06;Lombardia 1;M5S;12858.167520201;145273.73823688924
Lombardia 1 - U07;Lombardia 1;M5S;8700.47108916256;116214.26745604724
Lombardia 1 - U08;Lombardia 1;M5S;8421.602461047114;118016.15918585658
Lombardia 1 - U09;Lombardia 1;M5S;5684.317303820517;119594.91208931943
Lombardia 2 - U01;Lombardia 2;M5S;11029.463026416828;151474.4790506959
Lombardia 2 - U02;Lombardia 2;M5S;13484.27596631529;174974.32298791409
Lombardia 2 - U03;Lombardia 2;M5S;10893.0687921896;157354.16139608622
Lombardia 2 - U04;Lombardia 2;M5S;7209.136305052691;133922.43349497765
Lombardia 2 - U05;Lombardia 2;M5S;7947.8903647437555;129181.15250968933
Lombardia 3 - U01;Lombardia 3;M5S;8681.097121883862;151186.97870968655
Lombardia 3 - U02;Lombardia 3;M5S;8771.10055641328;176926.93462750036
Lombardia 3 - U03;Lombardia 3;M5S;8734.270803446416;156350.3343309611
Lombardia 3 - U04;Lombardia 3;M5S;9095.831934699074;149379.0475662127
Lombardia 3 - U05;Lombardia 3;M5S;9387.797956215694;147577.86525928974
Lombardia 4 - U01;Lombardia 4;M5S;10408.080020842528;142901.90666890144
Lombardia 4 - U02;Lombardia 4;M5S;12423.548985119087;161276.5622330904
Lombardia 4 - U03;Lombardia 4;M5S;10375.94626659552;147015.1864758432
Lombardia 4 - U04;Lombardia 4;M5S;11225.349562540465;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;M5S;7634.743563477234;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;M5S;7584.774365280584;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;M5S;3638.362602014755;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;M5S;2403.3180035611676;73360.85453355312
Veneto 1 - U01;Veneto 1;M5S;12308.611818618014;145419.14242082834
Veneto 1 - U02;Veneto 1;M5S;13615.191487638427;144522.44762330689
Veneto 1 - U03;Veneto 1;M5S;10847.723791190816;145043.18329924345
Veneto 1 - U04;Veneto 1;M5S;8324.80677520996;116333.22060774267
Veneto 1 - U05;Veneto 1;M5S;8300.18585194094;114457.11759376526
Veneto 2 - U01;Veneto 2;M5S;12665.217098741416;151384.72868398073
Veneto 2 - U02;Veneto 2;M5S;15045.370256186992;185420.16187389195
Veneto 2 - U03;Veneto 2;M5S;14924.115344319147;182345.41396042705
Veneto 2 - U04;Veneto 2;M5S;12996.846654999596;172862.6856917739
Veneto 2 - U05;Veneto 2;M5S;11816.955325899058;154069.73023663834
Veneto 2 - U06;Veneto 2;M5S;9447.59525253928;125778.40077978373
Veneto 2 - U07;Veneto 2;M5S;9281.849861735976;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;M5S;10068.563835565386;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;M5S;10299.020043225855;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;M5S;9887.108634723345;107987.75032508373
Liguria - U01;Liguria;M5S;13548.621147922959;140206.25134152174
Liguria - U02;Liguria;M5S;13698.328605641238;139913.20601949096
Liguria - U03;Liguria;M5S;13616.291974342977;149881.56551187485
Liguria - U04;Liguria;M5S;13472.278462099555;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;M5S;10879.464455863757;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;M5S;9614.414284913528;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;M5S;15841.362507321315;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;M5S;15264.417889707667;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;M5S;12936.928011518701;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;M5S;10932.293675346027;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;M5S;12486.177502266317;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;M5S;14276.053440594018;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;M5S;12437.862271586031;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;M5S;15255.395762469567;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;M5S;16989.157560810185;159788.7605141364
Toscana - U01;Toscana;M5S;12421.283960907396;149355.4139021486
Toscana - U02;Toscana;M5S;14407.525924898886;149406.66788220406
Toscana - U03;Toscana;M5S;12828.04525499491;152437.21486014128
Toscana - U04;Toscana;M5S;12210.688719762938;145871.1063478291
Toscana - U05;Toscana;M5S;14005.812618990118;153910.1246420741
Toscana - U06;Toscana;M5S;11889.522093577614;149708.33666154742
Toscana - U07;Toscana;M5S;8601.581746818787;129478.44414955378
Toscana - U08;Toscana;M5S;11823.552255888808;150890.525398463
Toscana - U09;Toscana;M5S;12304.776766794987;152665.4813413322
Umbria - U01;Umbria;M5S;15325.267326254665;164847.33504608274
Umbria - U02;Umbria;M5S;15093.083205162735;166781.36907577515
Marche - U01;Marche;M5S;17206.936344462785;139661.4317945838
Marche - U02;Marche;M5S;15521.361564556313;143917.76110163797
Marche - U03;Marche;M5S;16633.951948411817;143457.31587794423
Marche - U04;Marche;M5S;15826.907076237962;136705.5038907528
Lazio 1 - U01;Lazio 1;M5S;8031.0205269935705;117779.3136776532
Lazio 1 - U02;Lazio 1;M5S;15681.91405394082;151245.0404467024
Lazio 1 - U03;Lazio 1;M5S;17171.62271897293;145990.37477337196
Lazio 1 - U04;Lazio 1;M5S;17182.82695438901;145063.93301572406
Lazio 1 - U05;Lazio 1;M5S;20094.868971075997;156877.22077150503
Lazio 1 - U06;Lazio 1;M5S;19874.153639365137;157605.0334701985
Lazio 1 - U07;Lazio 1;M5S;15360.282553221445;145916.20750663534
Lazio 1 - U08;Lazio 1;M5S;18374.73047054336;155503.2782868743
Lazio 1 - U09;Lazio 1;M5S;17450.770176506398;146216.8761858344
Lazio 2 - U01;Lazio 2;M5S;17010.342676249635;156843.07686042786
Lazio 2 - U02;Lazio 2;M5S;15610.959535417105;143712.79618211437
Lazio 2 - U03;Lazio 2;M5S;19209.376311000196;160518.01508493721
Lazio 2 - U04;Lazio 2;M5S;16905.071455698853;138931.90569519997
Lazio 2 - U05;Lazio 2;M5S;16042.888943592436;133985.94785016775
Abruzzo - U01;Abruzzo;M5S;19246.28074348145;136305.1880313158
Abruzzo - U02;Abruzzo;M5S;20572.942527744577;151112.41444548965
Abruzzo - U03;Abruzzo;M5S;16834.93532232602;143087.27421835065
Molise - U01;Molise;M5S;12010.128322579385;80368.12514704466
Campania 1 - U01;Campania 1;M5S;25844.99849764668;144315.62187364697
Campania 1 - U02;Campania 1;M5S;18148.208127366608;102840.80699807405
Campania 1 - U03;Campania 1;M5S;20830.35941242865;109623.68663460016
Campania 1 - U04;Campania 1;M5S;29154.811176479958;144440.5915197134
Campania 1 - U05;Campania 1;M5S;26366.273455177005;131289.49548742175
Campania 1 - U06;Campania 1;M5S;21073.71838749613;122962.94953491539
Campania 1 - U07;Campania 1;M5S;20102.46674371293;124879.43610522151
Campania 2 - U01;Campania 2;M5S;23137.86731408542;146919.712641716
Campania 2 - U02;Campania 2;M5S;25974.065281343886;152167.38775396347
Campania 2 - U03;Campania 2;M5S;19484.382818169488;132657.59531963803
Campania 2 - U04;Campania 2;M5S;18352.50587652338;127699.89764669538
Campania 2 - U05;Campania 2;M5S;22270.225705943893;153587.94384020567
Campania 2 - U06;Campania 2;M5S;18929.73877274737;136932.22300910018
Campania 2 - U07;Campania 2;M5S;14287.0570034167;124357.14047966897
Puglia - U01;Puglia;M5S;15034.167467964304;102947.97077968718
Puglia - U02;Puglia;M5S;16357.858709278114;110787.80824098736
Puglia - U03;Puglia;M5S;22540.319549110438;140144.58267345652
Puglia - U04;Puglia;M5S;21867.790083836884;142385.0462103784
Puglia - U05;Puglia;M5S;24917.18735580145;155022.90193790197
Puglia - U06;Puglia;M5S;22421.765913646097;146019.6937366724
Puglia - U07;Puglia;M5S;18116.523016588806;118538.85163891315
Puglia - U08;Puglia;M5S;19703.656458163925;127565.16245821118
Puglia - U09;Puglia;M5S;18478.17760952754;139369.32061704993
Puglia - U10;Puglia;M5S;19472.689841710762;142511.10071244836
Basilicata - U01;Basilicata;M5S;22497.33177048088;152766.11077153683
Calabria - U01;Calabria;M5S;17367.6485484576;104175.83897622116
Calabria - U02;Calabria;M5S;19462.212485594922;120919.8990795482
Calabria - U03;Calabria;M5S;16017.098740269043;108669.00457540154
Calabria - U04;Calabria;M5S;12415.996965667682;112757.23446691409
Calabria - U05;Calabria;M5S;13778.194006724701;116825.8727338314
Sicilia 1 - U01;Sicilia 1;M5S;15663.59126797088;100567.70392146707
Sicilia 1 - U02;Sicilia 1;M5S;22311.966133986443;143283.84437191486
Sicilia 1 - U03;Sicilia 1;M5S;19816.045107059974;131974.823687315
Sicilia 1 - U04;Sicilia 1;M5S;18342.868469155503;113307.3988626767
Sicilia 1 - U05;Sicilia 1;M5S;21737.532078685195;124669.47102713585
Sicilia 1 - U06;Sicilia 1;M5S;24411.783429306255;140046.88969907165
Sicilia 2 - U01;Sicilia 2;M5S;21528.23991984504;124848.07153502107
Sicilia 2 - U02;Sicilia 2;M5S;22078.92781224836;134480.91639989614
Sicilia 2 - U03;Sicilia 2;M5S;22174.12990305071;138201.1140266955
Sicilia 2 - U04;Sicilia 2;M5S;18408.41205296842;100643.31165596843
Sicilia 2 - U05;Sicilia 2;M5S;17770.10276592101;116477.67625188828
Sicilia 2 - U06;Sicilia 2;M5S;21260.5629516531;144798.08882173896
Sardegna - U01;Sardegna;M5S;22821.42723761944;161458.33297353983
Sardegna - U02;Sardegna;M5S;21651.77185705848;148729.19014931098
Sardegna - U03;Sardegna;M5S;17482.401107347363;121324.0268291384
Sardegna - U04;Sardegna;M5S;17190.379345513215;127508.71752074361
Piemonte 1 - U01;Piemonte 1;PD;38681.3218870272;113802.13112157024
Piemonte 1 - U02;Piemonte 1;PD;31114.371282546625;105371.58089447208
Piemonte 1 - U03;Piemonte 1;PD;42587.53708385576;165526.65388635165
Piemonte 1 - U04;Piemonte 1;PD;35619.66483714077;149198.9660488218
Piemonte 1 - U05;Piemonte 1;PD;34415.73060873517;153291.07992081717
Piemonte 2 - U01;Piemonte 2;PD;29779.07207362927;135859.3112794757
Piemonte 2 - U02;Piemonte 2;PD;33499.21496055862;142113.06346663833
Piemonte 2 - U03;Piemonte 2;PD;28326.51556150712;128280.5985716423
Piemonte 2 - U04;Piemonte 2;PD;29556.037478830483;140802.9118091464
Piemonte 2 - U05;Piemonte 2;PD;33225.54489782865;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;PD;17481.745560434385;66370.0
Lombardia 1 - U01;Lombardia 1;PD;43897.08654335784;155342.18295099214
Lombardia 1 - U02;Lombardia 1;PD;38946.27744053471;166330.60099975206
Lombardia 1 - U03;Lombardia 1;PD;44456.90101037303;161392.83924120665
Lombardia 1 - U04;Lombardia 1;PD;38757.66940491706;162454.4642060995
Lombardia 1 - U05;Lombardia 1;PD;39602.34826721878;162263.28040081263
Lombardia 1 - U06;Lombardia 1;PD;38464.7353940394;145273.73823688924
Lombardia 1 - U07;Lombardia 1;PD;34605.91491934462;116214.26745604724
Lombardia 1 - U08;Lombardia 1;PD;35653.73561059732;118016.15918585658
Lombardia 1 - U09;Lombardia 1;PD;41827.43628713812;119594.91208931943
Lombardia 2 - U01;Lombardia 2;PD;34757.672424979595;151474.4790506959
Lombardia 2 - U02;Lombardia 2;PD;39852.531864772005;174974.32298791409
Lombardia 2 - U03;Lombardia 2;PD;36759.59319060578;157354.16139608622
Lombardia 2 - U04;Lombardia 2;PD;25386.57491177539;133922.43349497765
Lombardia 2 - U05;Lombardia 2;PD;32792.41885156209;129181.15250968933
Lombardia 3 - U01;Lombardia 3;PD;33991.25477428049;151186.97870968655
Lombardia 3 - U02;Lombardia 3;PD;42535.117655111564;176926.93462750036
Lombardia 3 - U03;Lombardia 3;PD;34628.196714597994;156350.3343309611
Lombardia 3 - U04;Lombardia 3;PD;37135.49027169142;149379.0475662127
Lombardia 3 - U05;Lombardia 3;PD;31324.60611501448;147577.86525928974
Lombardia 4 - U01;Lombardia 4;PD;32131.809621683242;142901.90666890144
Lombardia 4 - U02;Lombardia 4;PD;39146.455406571986;161276.5622330904
Lombardia 4 - U03;Lombardia 4;PD;37500.935523970824;147015.1864758432
Lombardia 4 - U04;Lombardia 4;PD;38683.018965821444;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;PD;24983.198341147847;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;PD;20357.58536061523;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;PD;8102.260075029605;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;PD;5180.616036531343;73360.85453355312
Veneto 1 - U01;Veneto 1;PD;32580.37400114461;145419.14242082834
Veneto 1 - U02;Veneto 1;PD;29752.214230676338;144522.44762330689
Veneto 1 - U03;Veneto 1;PD;31293.68164154353;145043.18329924345
Veneto 1 - U04;Veneto 1;PD;20200.649120437985;116333.22060774267
Veneto 1 - U05;Veneto 1;PD;25245.254400367772;114457.11759376526
Veneto 2 - U01;Veneto 2;PD;31301.330415266504;151384.72868398073
Veneto 2 - U02;Veneto 2;PD;32139.836477819328;185420.16187389195
Veneto 2 - U03;Veneto 2;PD;37156.72691145179;182345.41396042705
Veneto 2 - U04;Veneto 2;PD;31921.09655622148;172862.6856917739
Veneto 2 - U05;Veneto 2;PD;30365.50430933722;154069.73023663834
Veneto 2 - U06;Veneto 2;PD;23384.139579682465;125778.40077978373
Veneto 2 - U07;Veneto 2;PD;18258.126764574958;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;PD;28339.179800610815;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;PD;28580.841623903263;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;PD;26424.518769169368;107987.75032508373
Liguria - U01;Liguria;PD;27857.10429908767;140206.25134152174
Liguria - U02;Liguria;PD;35101.18992162081;139913.20601949096
Liguria - U03;Liguria;PD;35958.92554388694;149881.56551187485
Liguria - U04;Liguria;PD;35565.04394859816;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;PD;30111.350966571124;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;PD;28552.217409252848;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;PD;55390.55198965299;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;PD;50980.927296635426;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;PD;49967.824030890704;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;PD;50491.63678740604;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;PD;46113.76886747456;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;PD;54739.18076635416;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;PD;43898.09022637005;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;PD;48438.6609632526;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;PD;43849.894762013995;159788.7605141364
Toscana - U01;Toscana;PD;49301.87174298018;149355.4139021486
Toscana - U02;Toscana;PD;36688.60539509974;149406.66788220406
Toscana - U03;Toscana;PD;44000.64602476098;152437.21486014128
Toscana - U04;Toscana;PD;52763.384860114376;145871.1063478291
Toscana - U05;Toscana;PD;50943.28470973624;153910.1246420741
Toscana - U06;Toscana;PD;60653.57875396083;149708.33666154742
Toscana - U07;Toscana;PD;57718.1117611652;129478.44414955378
Toscana - U08;Toscana;PD;66273.48924028888;150890.525398463
Toscana - U09;Toscana;PD;54747.132836944555;152665.4813413322
Umbria - U01;Umbria;PD;47814.96302957651;164847.33504608274
Umbria - U02;Umbria;PD;50803.26780469362;166781.36907577515
Marche - U01;Marche;PD;32050.513785739353;139661.4317945838
Marche - U02;Marche;PD;34968.26382230545;143917.76110163797
Marche - U03;Marche;PD;40287.4292856352;143457.31587794423
Marche - U04;Marche;PD;39629.56656125944;136705.5038907528
Lazio 1 - U01;Lazio 1;PD;38862.80085349852;117779.3136776532
Lazio 1 - U02;Lazio 1;PD;38132.45133774855;151245.0404467024
Lazio 1 - U03;Lazio 1;PD;34063.34569550058;145990.37477337196
Lazio 1 - U04;Lazio 1;PD;34709.49436828956;145063.93301572406
Lazio 1 - U05;Lazio 1;PD;33033.31091905533;156877.22077150503
Lazio 1 - U06;Lazio 1;PD;33070.99838700729;157605.0334701985
Lazio 1 - U07;Lazio 1;PD;36021.29979652371;145916.20750663534
Lazio 1 - U08;Lazio 1;PD;31013.97857133301;155503.2782868743
Lazio 1 - U09;Lazio 1;PD;30188.090417616244;146216.8761858344
Lazio 2 - U01;Lazio 2;PD;31494.866498521285;156843.07686042786
Lazio 2 - U02;Lazio 2;PD;29225.137525797723;143712.79618211437
Lazio 2 - U03;Lazio 2;PD;25422.861025848782;160518.01508493721
Lazio 2 - U04;Lazio 2;PD;23510.854399350283;138931.90569519997
Lazio 2 - U05;Lazio 2;PD;20680.923219587075;133985.94785016775
Abruzzo - U01;Abruzzo;PD;23748.0105757529;136305.1880313158
Abruzzo - U02;Abruzzo;PD;26164.121357906537;151112.41444548965
Abruzzo - U03;Abruzzo;PD;23766.35128917153;143087.27421835065
Molise - U01;Molise;PD;13703.637239427127;80368.12514704466
Campania 1 - U01;Campania 1;PD;17078.076076221907;144315.62187364697
Campania 1 - U02;Campania 1;PD;17742.661932423227;102840.80699807405
Campania 1 - U03;Campania 1;PD;17308.451871470683;109623.68663460016
Campania 1 - U04;Campania 1;PD;16951.46454488266;144440.5915197134
Campania 1 - U05;Campania 1;PD;18161.068968290077;131289.49548742175
Campania 1 - U06;Campania 1;PD;15990.34739108955;122962.94953491539
Campania 1 - U07;Campania 1;PD;19673.710733823078;124879.43610522151
Campania 2 - U01;Campania 2;PD;20457.46809158522;146919.712641716
Campania 2 - U02;Campania 2;PD;20930.410434300324;152167.38775396347
Campania 2 - U03;Campania 2;PD;23372.90963708476;132657.59531963803
Campania 2 - U04;Campania 2;PD;23851.86089928397;127699.89764669538
Campania 2 - U05;Campania 2;PD;26279.739773822457;153587.94384020567
Campania 2 - U06;Campania 2;PD;22714.04165773864;136932.22300910018
Campania 2 - U07;Campania 2;PD;25230.07236087745;124357.14047966897
Puglia - U01;Puglia;PD;17025.453850933976;102947.97077968718
Puglia - U02;Puglia;PD;18519.334961495464;110787.80824098736
Puglia - U03;Puglia;PD;21510.32633362486;140144.58267345652
Puglia - U04;Puglia;PD;23411.965928355028;142385.0462103784
Puglia - U05;Puglia;PD;23303.3207681365;155022.90193790197
Puglia - U06;Puglia;PD;22254.67263313202;146019.6937366724
Puglia - U07;Puglia;PD;16683.679844702005;118538.85163891315
Puglia - U08;Puglia;PD;19665.38168136058;127565.16245821118
Puglia - U09;Puglia;PD;25117.6776524397;139369.32061704993
Puglia - U10;Puglia;PD;24340.99347618288;142511.10071244836
Basilicata - U01;Basilicata;PD;30023.522625382837;152766.11077153683
Calabria - U01;Calabria;PD;17106.144394714636;104175.83897622116
Calabria - U02;Calabria;PD;18273.547621806738;120919.8990795482
Calabria - U03;Calabria;PD;19985.84763449301;108669.00457540154
Calabria - U04;Calabria;PD;23884.9078717855;112757.23446691409
Calabria - U05;Calabria;PD;18648.6246251324;116825.8727338314
Sicilia 1 - U01;Sicilia 1;PD;13692.893854338834;100567.70392146707
Sicilia 1 - U02;Sicilia 1;PD;14440.527466484271;143283.84437191486
Sicilia 1 - U03;Sicilia 1;PD;13873.176524150249;131974.823687315
Sicilia 1 - U04;Sicilia 1;PD;13129.914709198394;113307.3988626767
Sicilia 1 - U05;Sicilia 1;PD;14504.218438399386;124669.47102713585
Sicilia 1 - U06;Sicilia 1;PD;19370.58567278721;140046.88969907165
Sicilia 2 - U01;Sicilia 2;PD;15651.422451789027;124848.07153502107
Sicilia 2 - U02;Sicilia 2;PD;18432.46751028655;134480.91639989614
Sicilia 2 - U03;Sicilia 2;PD;16061.757227038377;138201.1140266955
Sicilia 2 - U04;Sicilia 2;PD;13401.560667708372;100643.31165596843
Sicilia 2 - U05;Sicilia 2;PD;18709.737090043178;116477.67625188828
Sicilia 2 - U06;Sicilia 2;PD;25390.058626155685;144798.08882173896
Sardegna - U01;Sardegna;PD;26410.009028151373;161458.33297353983
Sardegna - U02;Sardegna;PD;25269.476437007346;148729.19014931098
Sardegna - U03;Sardegna;PD;22274.551091066536;121324.0268291384
Sardegna - U04;Sardegna;PD;23738.832119494164;127508.71752074361
Piemonte 1 - U01;Piemonte 1;SVP;8.778117023508088;113802.13112157024
Piemonte 1 - U02;Piemonte 1;SVP;8.778117023508088;105371.58089447208
Piemonte 1 - U03;Piemonte 1;SVP;8.778117023508088;165526.65388635165
Piemonte 1 - U04;Piemonte 1;SVP;8.778117023508088;149198.9660488218
Piemonte 1 - U05;Piemonte 1;SVP;8.778117023508088;153291.07992081717
Piemonte 2 - U01;Piemonte 2;SVP;8.778117023508088;135859.3112794757
Piemonte 2 - U02;Piemonte 2;SVP;8.778117023508088;142113.06346663833
Piemonte 2 - U03;Piemonte 2;SVP;8.778117023508088;128280.5985716423
Piemonte 2 - U04;Piemonte 2;SVP;8.778117023508088;140802.9118091464
Piemonte 2 - U05;Piemonte 2;SVP;8.778117023508088;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;SVP;8.778117023508088;66370.0
Lombardia 1 - U01;Lombardia 1;SVP;8.778117023508088;155342.18295099214
Lombardia 1 - U02;Lombardia 1;SVP;8.778117023508088;166330.60099975206
Lombardia 1 - U03;Lombardia 1;SVP;8.778117023508088;161392.83924120665
Lombardia 1 - U04;Lombardia 1;SVP;8.778117023508088;162454.4642060995
Lombardia 1 - U05;Lombardia 1;SVP;8.778117023508088;162263.28040081263
Lombardia 1 - U06;Lombardia 1;SVP;8.778117023508088;145273.73823688924
Lombardia 1 - U07;Lombardia 1;SVP;8.778117023508088;116214.26745604724
Lombardia 1 - U08;Lombardia 1;SVP;8.778117023508088;118016.15918585658
Lombardia 1 - U09;Lombardia 1;SVP;8.778117023508088;119594.91208931943
Lombardia 2 - U01;Lombardia 2;SVP;8.778117023508088;151474.4790506959
Lombardia 2 - U02;Lombardia 2;SVP;8.778117023508088;174974.32298791409
Lombardia 2 - U03;Lombardia 2;SVP;8.778117023508088;157354.16139608622
Lombardia 2 - U04;Lombardia 2;SVP;8.778117023508088;133922.43349497765
Lombardia 2 - U05;Lombardia 2;SVP;8.778117023508088;129181.15250968933
Lombardia 3 - U01;Lombardia 3;SVP;8.778117023508088;151186.97870968655
Lombardia 3 - U02;Lombardia 3;SVP;8.778117023508088;176926.93462750036
Lombardia 3 - U03;Lombardia 3;SVP;8.778117023508088;156350.3343309611
Lombardia 3 - U04;Lombardia 3;SVP;8.778117023508088;149379.0475662127
Lombardia 3 - U05;Lombardia 3;SVP;8.778117023508088;147577.86525928974
Lombardia 4 - U01;Lombardia 4;SVP;8.778117023508088;142901.90666890144
Lombardia 4 - U02;Lombardia 4;SVP;8.778117023508088;161276.5622330904
Lombardia 4 - U03;Lombardia 4;SVP;8.778117023508088;147015.1864758432
Lombardia 4 - U04;Lombardia 4;SVP;8.778117023508088;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;SVP;4958.9534365283935;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;SVP;3410.247121387247;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;SVP;30243.885179026624;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;SVP;40875.86971021947;73360.85453355312
Veneto 1 - U01;Veneto 1;SVP;8.778117023508088;145419.14242082834
Veneto 1 - U02;Veneto 1;SVP;8.778117023508088;144522.44762330689
Veneto 1 - U03;Veneto 1;SVP;8.778117023508088;145043.18329924345
Veneto 1 - U04;Veneto 1;SVP;8.778117023508088;116333.22060774267
Veneto 1 - U05;Veneto 1;SVP;8.778117023508088;114457.11759376526
Veneto 2 - U01;Veneto 2;SVP;8.778117023508088;151384.72868398073
Veneto 2 - U02;Veneto 2;SVP;8.778117023508088;185420.16187389195
Veneto 2 - U03;Veneto 2;SVP;8.778117023508088;182345.41396042705
Veneto 2 - U04;Veneto 2;SVP;8.778117023508088;172862.6856917739
Veneto 2 - U05;Veneto 2;SVP;8.778117023508088;154069.73023663834
Veneto 2 - U06;Veneto 2;SVP;8.778117023508088;125778.40077978373
