COLLEGIOUNINOMINALE;CIRCOSCRIZIONE;LISTA;VOTI_LISTA;VOTANTI
Emilia-Romagna - U04;Emilia-Romagna;FI;9242.663186431933;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;FI;7566.398739191853;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;FI;8054.177843205066;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;FI;7346.390875944364;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;FI;8598.92873839816;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;FI;9978.171105759488;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;FI;9248.675148268912;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;FI;10569.489859729289;159788.7605141364
Toscana - U01;Toscana;FI;9407.251439898231;149355.4139021486
Toscana - U02;Toscana;FI;11528.788550549667;149406.66788220406
Toscana - U03;Toscana;FI;10868.550142374435;152437.21486014128
Toscana - U04;Toscana;FI;7963.9956015956695;145871.1063478291
Toscana - U05;Toscana;FI;8278.01053569111;153910.1246420741
Toscana - U06;Toscana;FI;8017.423603279466;149708.33666154742
Toscana - U07;Toscana;FI;6186.892526312236;129478.44414955378
Toscana - U08;Toscana;FI;7234.226504031286;150890.525398463
Toscana - U09;Toscana;FI;9678.85449213504;152665.4813413322
Umbria - U01;Umbria;FI;11276.099315564921;164847.33504608274
Umbria - U02;Umbria;FI;10892.503947365545;166781.36907577515
Marche - U01;Marche;FI;9447.975634454175;139661.4317945838
Marche - U02;Marche;FI;8768.745762358798;143917.76110163797
Marche - U03;Marche;FI;7664.683226086588;143457.31587794423
Marche - U04;Marche;FI;7592.29344085958;136705.5038907528
Lazio 1 - U01;Lazio 1;FI;8592.8657298163;117779.3136776532
Lazio 1 - U02;Lazio 1;FI;10468.034045285005;151245.0404467024
Lazio 1 - U03;Lazio 1;FI;8546.816447686313;145990.37477337196
Lazio 1 - U04;Lazio 1;FI;8838.828190138103;145063.93301572406
Lazio 1 - U05;Lazio 1;FI;10310.192827995756;156877.22077150503
Lazio 1 - U06;Lazio 1;FI;10852.75426819344;157605.0334701985
Lazio 1 - U07;Lazio 1;FI;10348.411386128455;145916.20750663534
Lazio 1 - U08;Lazio 1;FI;13508.607887949676;155503.2782868743
Lazio 1 - U09;Lazio 1;FI;11407.195770152413;146216.8761858344
Lazio 2 - U01;Lazio 2;FI;12639.321069370886;156843.07686042786
Lazio 2 - U02;Lazio 2;FI;10839.425987359233;143712.79618211437
Lazio 2 - U03;Lazio 2;FI;15965.350417091522;160518.01508493721
Lazio 2 - U04;Lazio 2;FI;14614.693010321973;138931.90569519997
Lazio 2 - U05;Lazio 2;FI;16666.961827503976;133985.94785016775
Abruzzo - U01;Abruzzo;FI;11817.36280160516;136305.1880313158
Abruzzo - U02;Abruzzo;FI;12419.136161759221;151112.41444548965
Abruzzo - U03;Abruzzo;FI;13363.462306369825;143087.27421835065
Molise - U01;Molise;FI;8113.010084811184;80368.12514704466
Campania 1 - U01;Campania 1;FI;17164.664953053536;144315.62187364697
Campania 1 - U02;Campania 1;FI;9544.190667214512;102840.80699807405
Campania 1 - U03;Campania 1;FI;10456.733957464507;109623.68663460016
Campania 1 - U04;Campania 1;FI;14159.500229222642;144440.5915197134
Campania 1 - U05;Campania 1;FI;12494.088375228703;131289.49548742175
Campania 1 - U06;Campania 1;FI;15183.958413969991;122962.94953491539
Campania 1 - U07;Campania 1;FI;15995.079539097569;124879.43610522151
Campania 2 - U01;Campania 2;FI;17639.561618845324;146919.712641716
Campania 2 - U02;Campania 2;FI;15771.18272878429;152167.38775396347
Campania 2 - U03;Campania 2;FI;15310.987129888164;132657.59531963803
Campania 2 - U04;Campania 2;FI;12226.819771057604;127699.89764669538
Campania 2 - U05;Campania 2;FI;16254.672762382981;153587.94384020567
Campania 2 - U06;Campania 2;FI;16378.389920266594;136932.22300910018
Campania 2 - U07;Campania 2;FI;15430.45446596153;124357.14047966897
Puglia - U01;Puglia;FI;11824.880547316756;102947.97077968718
Puglia - U02;Puglia;FI;13123.027126471416;110787.80824098736
Puglia - U03;Puglia;FI;15938.528034640913;140144.58267345652
Puglia - U04;Puglia;FI;15839.448085895852;142385.0462103784
Puglia - U05;Puglia;FI;18309.82670989164;155022.90193790197
Puglia - U06;Puglia;FI;17257.29455782976;146019.6937366724
Puglia - U07;Puglia;FI;14600.08024082505;118538.85163891315
Puglia - U08;Puglia;FI;15922.119946157753;127565.16245821118
Puglia - U09;Puglia;FI;13045.745978723995;139369.32061704993
Puglia - U10;Puglia;FI;13825.727015465978;142511.10071244836
Basilicata - U01;Basilicata;FI;11361.681457206378;152766.11077153683
Calabria - U01;Calabria;FI;9958.146768040451;104175.83897622116
Calabria - U02;Calabria;FI;13748.658660424848;120919.8990795482
Calabria - U03;Calabria;FI;12650.480896034893;108669.00457540154
Calabria - U04;Calabria;FI;16561.38554230213;112757.23446691409
Calabria - U05;Calabria;FI;17453.82175397549;116825.8727338314
Sicilia 1 - U01;Sicilia 1;FI;13425.447256372594;100567.70392146707
Sicilia 1 - U02;Sicilia 1;FI;20682.408653037637;143283.84437191486
Sicilia 1 - U03;Sicilia 1;FI;19094.131223371507;131974.823687315
Sicilia 1 - U04;Sicilia 1;FI;13806.965731562095;113307.3988626767
Sicilia 1 - U05;Sicilia 1;FI;13142.181959148314;124669.47102713585
Sicilia 1 - U06;Sicilia 1;FI;15807.648099729782;140046.88969907165
Sicilia 2 - U01;Sicilia 2;FI;13637.31621308414;124848.07153502107
Sicilia 2 - U02;Sicilia 2;FI;16434.136662731446;134480.91639989614
Sicilia 2 - U03;Sicilia 2;FI;19281.389367012587;138201.1140266955
Sicilia 2 - U04;Sicilia 2;FI;11470.363025908277;100643.31165596843
Sicilia 2 - U05;Sicilia 2;FI;14379.102875307768;116477.67625188828
Sicilia 2 - U06;Sicilia 2;FI;18963.77314124376;144798.08882173896
Sardegna - U01;Sardegna;FI;13946.247422122085;161458.33297353983
Sardegna - U02;Sardegna;FI;12331.6493146185;148729.19014931098
Sardegna - U03;Sardegna;FI;10439.60323555029;121324.0268291384
Sardegna - U04;Sardegna;FI;13469.440395792742;127508.71752074361
Piemonte 1 - U01;Piemonte 1;LEGA;13547.127418747898;113802.13112157024
Piemonte 1 - U02;Piemonte 1;LEGA;16064.21266415378;105371.58089447208
Piemonte 1 - U03;Piemonte 1;LEGA;25955.074500832845;165526.65388635165
Piemonte 1 - U04;Piemonte 1;LEGA;28951.342198828388;149198.9660488218
Piemonte 1 - U05;Piemonte 1;LEGA;25030.439221028166;153291.07992081717
Piemonte 2 - U01;Piemonte 2;LEGA;27949.851776001007;135859.3112794757
Piemonte 2 - U02;Piemonte 2;LEGA;30437.750518205386;142113.06346663833
Piemonte 2 - U03;Piemonte 2;LEGA;26774.71738237943;128280.5985716423
Piemonte 2 - U04;Piemonte 2;LEGA;31183.248662505903;140802.9118091464
Piemonte 2 - U05;Piemonte 2;LEGA;34959.48898697148;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;LEGA;9269.227780130002;66370.0
Lombardia 1 - U01;Lombardia 1;LEGA;30184.14038377732;155342.18295099214
Lombardia 1 - U02;Lombardia 1;LEGA;36978.63880893132;166330.60099975206
Lombardia 1 - U03;Lombardia 1;LEGA;29917.608202961845;161392.83924120665
Lombardia 1 - U04;Lombardia 1;LEGA;33197.62100275587;162454.4642060995
Lombardia 1 - U05;Lombardia 1;LEGA;35730.55468819766;162263.28040081263
Lombardia 1 - U06;Lombardia 1;LEGA;28352.42878554295;145273.73823688924
Lombardia 1 - U07;Lombardia 1;LEGA;17895.84767503238;116214.26745604724
Lombardia 1 - U08;Lombardia 1;LEGA;18003.308158785054;118016.15918585658
Lombardia 1 - U09;Lombardia 1;LEGA;13900.592333071454;119594.91208931943
Lombardia 2 - U01;Lombardia 2;LEGA;36344.202434906525;151474.4790506959
Lombardia 2 - U02;Lombardia 2;LEGA;41843.975746913326;174974.32298791409
Lombardia 2 - U03;Lombardia 2;LEGA;38106.7155438458;157354.16139608622
Lombardia 2 - U04;Lombardia 2;LEGA;43058.53367447288;133922.43349497765
Lombardia 2 - U05;Lombardia 2;LEGA;34861.61485068125;129181.15250968933
Lombardia 3 - U01;Lombardia 3;LEGA;45482.086781450125;151186.97870968655
Lombardia 3 - U02;Lombardia 3;LEGA;55816.789761097345;176926.93462750036
Lombardia 3 - U03;Lombardia 3;LEGA;47820.71300794032;156350.3343309611
Lombardia 3 - U04;Lombardia 3;LEGA;38935.06455895369;149379.0475662127
Lombardia 3 - U05;Lombardia 3;LEGA;41875.458509274;147577.86525928974
Lombardia 4 - U01;Lombardia 4;LEGA;31840.636505135924;142901.90666890144
Lombardia 4 - U02;Lombardia 4;LEGA;36422.88769706949;161276.5622330904
Lombardia 4 - U03;Lombardia 4;LEGA;36092.995204085506;147015.1864758432
Lombardia 4 - U04;Lombardia 4;LEGA;31070.00085568686;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;LEGA;22864.988312067293;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;LEGA;19858.41663225695;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;LEGA;6184.494653110177;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;LEGA;4185.841561176552;73360.85453355312
Veneto 1 - U01;Veneto 1;LEGA;34191.25841991033;145419.14242082834
Veneto 1 - U02;Veneto 1;LEGA;34925.16341151492;144522.44762330689
Veneto 1 - U03;Veneto 1;LEGA;40602.35422522226;145043.18329924345
Veneto 1 - U04;Veneto 1;LEGA;37634.39763585898;116333.22060774267
Veneto 1 - U05;Veneto 1;LEGA;28689.216435142756;114457.11759376526
Veneto 2 - U01;Veneto 2;LEGA;38566.02995289836;151384.72868398073
Veneto 2 - U02;Veneto 2;LEGA;53038.38876297923;185420.16187389195
Veneto 2 - U03;Veneto 2;LEGA;46038.80284071533;182345.41396042705
Veneto 2 - U04;Veneto 2;LEGA;52033.603197878285;172862.6856917739
Veneto 2 - U05;Veneto 2;LEGA;41670.01745485142;154069.73023663834
Veneto 2 - U06;Veneto 2;LEGA;32425.32144162638;125778.40077978373
Veneto 2 - U07;Veneto 2;LEGA;35361.60051972672;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;LEGA;32624.820784741412;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;LEGA;28539.29607589389;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;LEGA;19508.158906176974;107987.75032508373
Liguria - U01;Liguria;LEGA;26273.103312503907;140206.25134152174
Liguria - U02;Liguria;LEGA;23031.43837392077;139913.20601949096
Liguria - U03;Liguria;LEGA;23038.971240688647;149881.56551187485
Liguria - U04;Liguria;LEGA;23427.853182855957;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;LEGA;31710.8390027919;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;LEGA;24008.217968510977;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;LEGA;21792.526531538493;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;LEGA;25448.067486806194;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;LEGA;19221.457369221942;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;LEGA;16435.350703936256;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;LEGA;20309.946073238134;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;LEGA;22881.34472546045;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;LEGA;30496.410510201782;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;LEGA;23773.24420856755;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;LEGA;25025.14074669906;159788.7605141364
Toscana - U01;Toscana;LEGA;23076.549966810526;149355.4139021486
Toscana - U02;Toscana;LEGA;25725.37569785935;149406.66788220406
Toscana - U03;Toscana;LEGA;25886.172205987674;152437.21486014128
Toscana - U04;Toscana;LEGA;21972.264040137103;145871.1063478291
Toscana - U05;Toscana;LEGA;22573.50474063027;153910.1246420741
Toscana - U06;Toscana;LEGA;18751.77821229449;149708.33666154742
Toscana - U07;Toscana;LEGA;12172.693816022567;129478.44414955378
Toscana - U08;Toscana;LEGA;17465.829219606883;150890.525398463
Toscana - U09;Toscana;LEGA;22254.983386837295;152665.4813413322
Umbria - U01;Umbria;LEGA;27462.331203919006;164847.33504608274
Umbria - U02;Umbria;LEGA;28254.917805457517;166781.36907577515
Marche - U01;Marche;LEGA;18394.012269451156;139661.4317945838
Marche - U02;Marche;LEGA;24264.689736253455;143917.76110163797
Marche - U03;Marche;LEGA;19064.611598652915;143457.31587794423
Marche - U04;Marche;LEGA;18493.478642864597;136705.5038907528
Lazio 1 - U01;Lazio 1;LEGA;8724.626102370783;117779.3136776532
Lazio 1 - U02;Lazio 1;LEGA;14082.395622693428;151245.0404467024
Lazio 1 - U03;Lazio 1;LEGA;13770.59099622116;145990.37477337196
Lazio 1 - U04;Lazio 1;LEGA;12749.761176914608;145063.93301572406
Lazio 1 - U05;Lazio 1;LEGA;14762.696952681743;156877.22077150503
Lazio 1 - U06;Lazio 1;LEGA;14957.688263554128;157605.0334701985
Lazio 1 - U07;Lazio 1;LEGA;13760.073380716904;145916.20750663534
Lazio 1 - U08;Lazio 1;LEGA;18681.787009306958;155503.2782868743
Lazio 1 - U09;Lazio 1;LEGA;17750.65226601893;146216.8761858344
Lazio 2 - U01;Lazio 2;LEGA;22396.53341886276;156843.07686042786
Lazio 2 - U02;Lazio 2;LEGA;19932.092889696884;143712.79618211437
Lazio 2 - U03;Lazio 2;LEGA;22028.10913517955;160518.01508493721
Lazio 2 - U04;Lazio 2;LEGA;17888.498034784156;138931.90569519997
Lazio 2 - U05;Lazio 2;LEGA;15449.262873959218;133985.94785016775
Abruzzo - U01;Abruzzo;LEGA;12395.643608613456;136305.1880313158
Abruzzo - U02;Abruzzo;LEGA;16766.812611807767;151112.41444548965
Abruzzo - U03;Abruzzo;LEGA;19049.607487835518;143087.27421835065
Molise - U01;Molise;LEGA;5795.258204400117;80368.12514704466
Campania 1 - U01;Campania 1;LEGA;4076.5554283139236;144315.62187364697
Campania 1 - U02;Campania 1;LEGA;2207.7284066836874;102840.80699807405
Campania 1 - U03;Campania 1;LEGA;2069.8590776798655;109623.68663460016
Campania 1 - U04;Campania 1;LEGA;3510.565731759455;144440.5915197134
Campania 1 - U05;Campania 1;LEGA;2451.50468316215;131289.49548742175
Campania 1 - U06;Campania 1;LEGA;2857.934464471896;122962.94953491539
Campania 1 - U07;Campania 1;LEGA;3453.03722887973;124879.43610522151
Campania 2 - U01;Campania 2;LEGA;8156.8536138865975;146919.712641716
Campania 2 - U02;Campania 2;LEGA;6990.12247761708;152167.38775396347
Campania 2 - U03;Campania 2;LEGA;7277.0257581836295;132657.59531963803
Campania 2 - U04;Campania 2;LEGA;6758.851760551239;127699.89764669538
Campania 2 - U05;Campania 2;LEGA;5144.359559156861;153587.94384020567
Campania 2 - U06;Campania 2;LEGA;7381.087196608487;136932.22300910018
Campania 2 - U07;Campania 2;LEGA;7504.309019459748;124357.14047966897
Puglia - U01;Puglia;LEGA;6067.448797505608;102947.97077968718
Puglia - U02;Puglia;LEGA;6414.083564011027;110787.80824098736
Puglia - U03;Puglia;LEGA;6065.946422090667;140144.58267345652
Puglia - U04;Puglia;LEGA;6521.83933067874;142385.0462103784
Puglia - U05;Puglia;LEGA;6687.380704426312;155022.90193790197
Puglia - U06;Puglia;LEGA;7157.858988791588;146019.6937366724
Puglia - U07;Puglia;LEGA;5546.167135171387;118538.85163891315
Puglia - U08;Puglia;LEGA;6068.378979534983;127565.16245821118
Puglia - U09;Puglia;LEGA;8166.33698494558;139369.32061704993
Puglia - U10;Puglia;LEGA;8530.916627289183;142511.10071244836
Basilicata - U01;Basilicata;LEGA;7725.8067857534525;152766.11077153683
Calabria - U01;Calabria;LEGA;4600.347764475718;104175.83897622116
Calabria - U02;Calabria;LEGA;4936.579428663563;120919.8990795482
Calabria - U03;Calabria;LEGA;5000.423389841623;108669.00457540154
Calabria - U04;Calabria;LEGA;5373.3744557808695;112757.23446691409
Calabria - U05;Calabria;LEGA;5797.14844105629;116825.8727338314
Sicilia 1 - U01;Sicilia 1;LEGA;3994.8220210994323;100567.70392146707
Sicilia 1 - U02;Sicilia 1;LEGA;6045.594569954903;143283.84437191486
Sicilia 1 - U03;Sicilia 1;LEGA;5863.093642858554;131974.823687315
Sicilia 1 - U04;Sicilia 1;LEGA;6040.871450507565;113307.3988626767
Sicilia 1 - U05;Sicilia 1;LEGA;5151.454034831547;124669.47102713585
Sicilia 1 - U06;Sicilia 1;LEGA;4927.638064835212;140046.88969907165
Sicilia 2 - U01;Sicilia 2;LEGA;5041.468420606483;124848.07153502107
Sicilia 2 - U02;Sicilia 2;LEGA;5280.898672106296;134480.91639989614
Sicilia 2 - U03;Sicilia 2;LEGA;5561.383731944008;138201.1140266955
Sicilia 2 - U04;Sicilia 2;LEGA;3805.1584664609077;100643.31165596843
Sicilia 2 - U05;Sicilia 2;LEGA;5043.849020264077;116477.67625188828
Sicilia 2 - U06;Sicilia 2;LEGA;6836.349426770424;144798.08882173896
Sardegna - U01;Sardegna;LEGA;14767.929092757913;161458.33297353983
Sardegna - U02;Sardegna;LEGA;13304.419263508064;148729.19014931098
Sardegna - U03;Sardegna;LEGA;9488.394057596024;121324.0268291384
Sardegna - U04;Sardegna;LEGA;11675.194255328272;127508.71752074361
Piemonte 1 - U01;Piemonte 1;LEUV;12738.452217301141;113802.13112157024
Piemonte 1 - U02;Piemonte 1;LEUV;9702.483581441229;105371.58089447208
Piemonte 1 - U03;Piemonte 1;LEUV;12995.085729492905;165526.65388635165
Piemonte 1 - U04;Piemonte 1;LEUV;10031.006195356342;149198.9660488218
Piemonte 1 - U05;Piemonte 1;LEUV;11455.593908116414;153291.07992081717
Piemonte 2 - U01;Piemonte 2;LEUV;8985.28829479299;135859.3112794757
Piemonte 2 - U02;Piemonte 2;LEUV;7285.238625622931;142113.06346663833
Piemonte 2 - U03;Piemonte 2;LEUV;6205.701951243352;128280.5985716423
Piemonte 2 - U04;Piemonte 2;LEUV;7918.19277018159;140802.9118091464
Piemonte 2 - U05;Piemonte 2;LEUV;8054.224379562567;154728.72971874475
Valle d'aosta/Vallée d'Aoste - U01;Valle d'Aosta/Vallée d'Aoste;LEUV;19.164985063035374;66370.0
Lombardia 1 - U01;Lombardia 1;LEUV;9674.465151891862;155342.18295099214
Lombardia 1 - U02;Lombardia 1;LEUV;7982.323981578588;166330.60099975206
Lombardia 1 - U03;Lombardia 1;LEUV;9805.188861728802;161392.83924120665
Lombardia 1 - U04;Lombardia 1;LEUV;8126.4661598394605;162454.4642060995
Lombardia 1 - U05;Lombardia 1;LEUV;7937.1841234236645;162263.28040081263
Lombardia 1 - U06;Lombardia 1;LEUV;8558.85601497631;145273.73823688924
Lombardia 1 - U07;Lombardia 1;LEUV;9756.989705732132;116214.26745604724
Lombardia 1 - U08;Lombardia 1;LEUV;9655.65314476582;118016.15918585658
Lombardia 1 - U09;Lombardia 1;LEUV;9737.06086032073;119594.91208931943
Lombardia 2 - U01;Lombardia 2;LEUV;6468.299197870146;151474.4790506959
Lombardia 2 - U02;Lombardia 2;LEUV;7503.884963367334;174974.32298791409
Lombardia 2 - U03;Lombardia 2;LEUV;6670.79974048885;157354.16139608622
Lombardia 2 - U04;Lombardia 2;LEUV;5368.566972928216;133922.43349497765
Lombardia 2 - U05;Lombardia 2;LEUV;6205.592513183512;129181.15250968933
Lombardia 3 - U01;Lombardia 3;LEUV;5665.933877184784;151186.97870968655
Lombardia 3 - U02;Lombardia 3;LEUV;5935.737999777481;176926.93462750036
Lombardia 3 - U03;Lombardia 3;LEUV;6561.811679594617;156350.3343309611
Lombardia 3 - U04;Lombardia 3;LEUV;8055.009483095666;149379.0475662127
Lombardia 3 - U05;Lombardia 3;LEUV;6003.37819422387;147577.86525928974
Lombardia 4 - U01;Lombardia 4;LEUV;6774.787870956284;142901.90666890144
Lombardia 4 - U02;Lombardia 4;LEUV;8059.07819732245;161276.5622330904
Lombardia 4 - U03;Lombardia 4;LEUV;6903.756399989567;147015.1864758432
Lombardia 4 - U04;Lombardia 4;LEUV;6987.601368045727;141194.9422620237
Trentino-Alto Adige/Südtirol - U01;Trentino-Alto Adige/Südtirol;LEUV;5794.789286912722;104570.47535815835
Trentino-Alto Adige/Südtirol - U02;Trentino-Alto Adige/Südtirol;LEUV;4646.033965487783;90116.22547957301
Trentino-Alto Adige/Südtirol - U03;Trentino-Alto Adige/Südtirol;LEUV;6815.383287127623;74605.34712642431
Trentino-Alto Adige/Südtirol - U04;Trentino-Alto Adige/Südtirol;LEUV;6055.379463397845;73360.85453355312
Veneto 1 - U01;Veneto 1;LEUV;8800.942932073687;145419.14242082834
Veneto 1 - U02;Veneto 1;LEUV;8046.895176023734;144522.44762330689
Veneto 1 - U03;Veneto 1;LEUV;6536.051021569759;145043.18329924345
Veneto 1 - U04;Veneto 1;LEUV;4024.091197630889;116333.22060774267
Veneto 1 - U05;Veneto 1;LEUV;6226.729174567001;114457.11759376526
Veneto 2 - U01;Veneto 2;LEUV;7214.134512510326;151384.72868398073
Veneto 2 - U02;Veneto 2;LEUV;7581.558321690992;185420.16187389195
Veneto 2 - U03;Veneto 2;LEUV;9642.868865531973;182345.41396042705
Veneto 2 - U04;Veneto 2;LEUV;6704.4273330125025;172862.6856917739
Veneto 2 - U05;Veneto 2;LEUV;7165.1664460819575;154069.73023663834
Veneto 2 - U06;Veneto 2;LEUV;5259.337503913771;125778.40077978373
Veneto 2 - U07;Veneto 2;LEUV;3839.981684363803;121109.24212008715
Friuli-Venezia Giulia - U01;Friuli-Venezia Giulia;LEUV;6455.260826760201;134944.3755803192
Friuli-Venezia Giulia - U02;Friuli-Venezia Giulia;LEUV;7606.447652366399;129862.58529174328
Friuli-Venezia Giulia - U03;Friuli-Venezia Giulia;LEUV;8307.288913087878;107987.75032508373
Liguria - U01;Liguria;LEUV;7790.411906095567;140206.25134152174
Liguria - U02;Liguria;LEUV;11397.10213901838;139913.20601949096
Liguria - U03;Liguria;LEUV;13579.466627039847;149881.56551187485
Liguria - U04;Liguria;LEUV;12035.96621612535;145910.85632365942
Emilia-Romagna - U01;Emilia-Romagna;LEUV;9109.370393176632;140927.6889091581
Emilia-Romagna - U02;Emilia-Romagna;LEUV;6658.496690870674;113448.21436924208
Emilia-Romagna - U03;Emilia-Romagna;LEUV;12880.218336466156;159364.89714206755
Emilia-Romagna - U04;Emilia-Romagna;LEUV;10893.906639378552;157124.4761686921
Emilia-Romagna - U05;Emilia-Romagna;LEUV;13936.555211965877;141494.56239131838
Emilia-Romagna - U06;Emilia-Romagna;LEUV;20358.497294989815;142816.0556665659
Emilia-Romagna - U07;Emilia-Romagna;LEUV;11824.23233813019;134318.2851304561
Emilia-Romagna - U08;Emilia-Romagna;LEUV;12540.007642197108;156977.86355882883
Emilia-Romagna - U09;Emilia-Romagna;LEUV;9277.58318462673;149973.1619616598
Emilia-Romagna - U10;Emilia-Romagna;LEUV;9881.414542084454;155404.75969600677
Emilia-Romagna - U11;Emilia-Romagna;LEUV;8957.323723403513;159788.7605141364
Toscana - U01;Toscana;LEUV;9960.907018466205;149355.4139021486
Toscana - U02;Toscana;LEUV;10065.331179629346;149406.66788220406
Toscana - U03;Toscana;LEUV;10005.366069357859;152437.21486014128
Toscana - U04;Toscana;LEUV;12443.60996781943;145871.1063478291
Toscana - U05;Toscana;LEUV;13003.022909782112;153910.1246420741
Toscana - U06;Toscana;LEUV;14803.001271715968;149708.33666154742
Toscana - U07;Toscana;LEUV;15749.469832113664;129478.44414955378
Toscana - U08;Toscana;LEUV;14808.823621930613;150890.525398463
Toscana - U09;Toscana;LEUV;10101.435206694308;152665.4813413322
Umbria - U01;Umbria;LEUV;8759.724153116626;164847.33504608274
Umbria - U02;Umbria;LEUV;8673.935121121802;166781.36907577515
Marche - U01;Marche;LEUV;6527.1209551262045;139661.4317945838
Marche - U02;Marche;LEUV;6810.78035900435;143917.76110163797
Marche - U03;Marche;LEUV;9744.001039610292;143457.31587794423
Marche - U04;Marche;LEUV;7328.978872715166;136705.5038907528
Lazio 1 - U01;Lazio 1;LEUV;12032.937583012592;117779.3136776532
Lazio 1 - U02;Lazio 1;LEUV;11231.808598055919;151245.0404467024
Lazio 1 - U03;Lazio 1;LEUV;11349.35817790596;145990.37477337196
Lazio 1 - U04;Lazio 1;LEUV;11981.178930289441;145063.93301572406
Lazio 1 - U05;Lazio 1;LEUV;10713.596058413372;156877.22077150503
Lazio 1 - U06;Lazio 1;LEUV;10216.007248413352;157605.0334701985
Lazio 1 - U07;Lazio 1;LEUV;10535.617988516764;145916.20750663534
Lazio 1 - U08;Lazio 1;LEUV;8293.229232627347;155503.2782868743
Lazio 1 - U09;Lazio 1;LEUV;7727.378304520321;146216.8761858344
Lazio 2 - U01;Lazio 2;LEUV;7532.505343917418;156843.07686042786
Lazio 2 - U02;Lazio 2;LEUV;9769.538993895485;143712.79618211437
Lazio 2 - U03;Lazio 2;LEUV;8857.013475797721;160518.01508493721
Lazio 2 - U04;Lazio 2;LEUV;6515.483402927515;138931.90569519997
Lazio 2 - U05;Lazio 2;LEUV;5745.726472403401;133985.94785016775
Abruzzo - U01;Abruzzo;LEUV;6671.582072762757;136305.1880313158
Abruzzo - U02;Abruzzo;LEUV;7160.809444776811;151112.41444548965
Abruzzo - U03;Abruzzo;LEUV;6985.443444841264;143087.27421835065
Molise - U01;Molise;LEUV;5381.688530880504;80368.12514704466
Campania 1 - U01;Campania 1;LEUV;10133.282738181459;144315.62187364697
Campania 1 - U02;Campania 1;LEUV;5942.4916391187235;102840.80699807405
Campania 1 - U03;Campania 1;LEUV;6010.337001522989;109623.68663460016
Campania 1 - U04;Campania 1;LEUV;7646.099081576137;144440.5915197134
Campania 1 - U05;Campania 1;LEUV;5755.3962183547765;131289.49548742175
Campania 1 - U06;Campania 1;LEUV;5951.103766457405;122962.94953491539
Campania 1 - U07;Campania 1;LEUV;5609.635401443173;124879.43610522151
Campania 2 - U01;Campania 2;LEUV;5431.115855696979;146919.712641716
Campania 2 - U02;Campania 2;LEUV;5774.460322209222;152167.38775396347
Campania 2 - U03;Campania 2;LEUV;5865.760791573031;132657.59531963803
Campania 2 - U04;Campania 2;LEUV;6139.065185009827;127699.89764669538
Campania 2 - U05;Campania 2;LEUV;8401.571650071184;153587.94384020567
Campania 2 - U06;Campania 2;LEUV;10022.391985550139;136932.22300910018
Campania 2 - U07;Campania 2;LEUV;8395.738444787026;124357.14047966897
Puglia - U01;Puglia;LEUV;4552.128626032929;102947.97077968718
Puglia - U02;Puglia;LEUV;4884.455533481829;110787.80824098736
Puglia - U03;Puglia;LEUV;7586.245403186046;140144.58267345652
Puglia - U04;Puglia;LEUV;10337.506010202691;142385.0462103784
Puglia - U05;Puglia;LEUV;11407.368380396147;155022.90193790197
Puglia - U06;Puglia;LEUV;8683.194322098163;146019.6937366724
Puglia - U07;Puglia;LEUV;5863.115822869653;118538.85163891315
Puglia - U08;Puglia;LEUV;6137.451158095584;127565.16245821118
Puglia - U09;Puglia;LEUV;11079.178442020597;139369.32061704993
Puglia - U10;Puglia;LEUV;11726.845366869351;142511.10071244836
Basilicata - U01;Basilicata;LEUV;18163.222090809406;152766.11077153683
Calabria - U01;Calabria;LEUV;5354.184564291549;104175.83897622116
Calabria - U02;Calabria;LEUV;5381.309008115292;120919.8990795482
